season,tracked_team,match_date,competition,opponent_team,original_file,Match_ID,Match_Report_URL,Date,Competition,Round,Venue,Opponent,Result,Match_Report_Name,Team,Formation,Lineup_Section,Jersey_Number,Player
2023-2024,Arsenal 2023 2024,2023-10-08,Premier League,Manchester City,2023-10-08_premier_league_manchester_city_lineups.csv,59cd18ae,https://fbref.com/en/matches/59cd18ae/Arsenal-Manchester-City-October-8-2023-Premier-League,2023-10-08,Premier League,Matchweek 8,Home,Manchester City,W,2023-10-08_premier_league_manchester_city,Arsenal,4-3-3,Bench,5,Thomas Partey
2023-2024,Arsenal 2023 2024,2023-10-08,Premier League,Manchester City,2023-10-08_premier_league_manchester_city_lineups.csv,59cd18ae,https://fbref.com/en/matches/59cd18ae/Arsenal-Manchester-City-October-8-2023-Premier-League,2023-10-08,Premier League,Matchweek 8,Home,Manchester City,W,2023-10-08_premier_league_manchester_city,Arsenal,4-3-3,Bench,10,Emile Smith Rowe
2023-2024,Arsenal 2023 2024,2023-10-08,Premier League,Manchester City,2023-10-08_premier_league_manchester_city_lineups.csv,59cd18ae,https://fbref.com/en/matches/59cd18ae/Arsenal-Manchester-City-October-8-2023-Premier-League,2023-10-08,Premier League,Matchweek 8,Home,Manchester City,W,2023-10-08_premier_league_manchester_city,Arsenal,4-3-3,Bench,11,Gabriel Martinelli
2023-2024,Arsenal 2023 2024,2023-10-08,Premier League,Manchester City,2023-10-08_premier_league_manchester_city_lineups.csv,59cd18ae,https://fbref.com/en/matches/59cd18ae/Arsenal-Manchester-City-October-8-2023-Premier-League,2023-10-08,Premier League,Matchweek 8,Home,Manchester City,W,2023-10-08_premier_league_manchester_city,Arsenal,4-3-3,Bench,15,Jakub Kiwior
2023-2024,Arsenal 2023 2024,2023-10-08,Premier League,Manchester City,2023-10-08_premier_league_manchester_city_lineups.csv,59cd18ae,https://fbref.com/en/matches/59cd18ae/Arsenal-Manchester-City-October-8-2023-Premier-League,2023-10-08,Premier League,Matchweek 8,Home,Manchester City,W,2023-10-08_premier_league_manchester_city,Arsenal,4-3-3,Bench,18,Takehiro Tomiyasu
2023-2024,Arsenal 2023 2024,2023-10-08,Premier League,Manchester City,2023-10-08_premier_league_manchester_city_lineups.csv,59cd18ae,https://fbref.com/en/matches/59cd18ae/Arsenal-Manchester-City-October-8-2023-Premier-League,2023-10-08,Premier League,Matchweek 8,Home,Manchester City,W,2023-10-08_premier_league_manchester_city,Arsenal,4-3-3,Bench,21,Fabio Vieira
2023-2024,Arsenal 2023 2024,2023-10-08,Premier League,Manchester City,2023-10-08_premier_league_manchester_city_lineups.csv,59cd18ae,https://fbref.com/en/matches/59cd18ae/Arsenal-Manchester-City-October-8-2023-Premier-League,2023-10-08,Premier League,Matchweek 8,Home,Manchester City,W,2023-10-08_premier_league_manchester_city,Arsenal,4-3-3,Bench,24,Reiss Nelson
2023-2024,Arsenal 2023 2024,2023-10-08,Premier League,Manchester City,2023-10-08_premier_league_manchester_city_lineups.csv,59cd18ae,https://fbref.com/en/matches/59cd18ae/Arsenal-Manchester-City-October-8-2023-Premier-League,2023-10-08,Premier League,Matchweek 8,Home,Manchester City,W,2023-10-08_premier_league_manchester_city,Arsenal,4-3-3,Bench,29,Kai Havertz
2023-2024,Arsenal 2023 2024,2023-10-21,Premier League,Chelsea,2023-10-21_premier_league_chelsea_lineups.csv,a1c336e2,https://fbref.com/en/matches/a1c336e2/North-West-London-Derby-Chelsea-Arsenal-October-21-2023-Premier-League,2023-10-21,Premier League,Matchweek 9,Away,Chelsea,D,2023-10-21_premier_league_chelsea,Arsenal,4-3-3,Starter,22,David Raya
2023-2024,Arsenal 2023 2024,2023-10-21,Premier League,Chelsea,2023-10-21_premier_league_chelsea_lineups.csv,a1c336e2,https://fbref.com/en/matches/a1c336e2/North-West-London-Derby-Chelsea-Arsenal-October-21-2023-Premier-League,2023-10-21,Premier League,Matchweek 9,Away,Chelsea,D,2023-10-21_premier_league_chelsea,Arsenal,4-3-3,Starter,2,William Saliba
2023-2024,Arsenal 2023 2024,2023-10-21,Premier League,Chelsea,2023-10-21_premier_league_chelsea_lineups.csv,a1c336e2,https://fbref.com/en/matches/a1c336e2/North-West-London-Derby-Chelsea-Arsenal-October-21-2023-Premier-League,2023-10-21,Premier League,Matchweek 9,Away,Chelsea,D,2023-10-21_premier_league_chelsea,Arsenal,4-3-3,Starter,4,Ben White
2023-2024,Arsenal 2023 2024,2023-10-21,Premier League,Chelsea,2023-10-21_premier_league_chelsea_lineups.csv,a1c336e2,https://fbref.com/en/matches/a1c336e2/North-West-London-Derby-Chelsea-Arsenal-October-21-2023-Premier-League,2023-10-21,Premier League,Matchweek 9,Away,Chelsea,D,2023-10-21_premier_league_chelsea,Arsenal,4-3-3,Starter,6,Gabriel Magalhães
2023-2024,Arsenal 2023 2024,2023-10-21,Premier League,Chelsea,2023-10-21_premier_league_chelsea_lineups.csv,a1c336e2,https://fbref.com/en/matches/a1c336e2/North-West-London-Derby-Chelsea-Arsenal-October-21-2023-Premier-League,2023-10-21,Premier League,Matchweek 9,Away,Chelsea,D,2023-10-21_premier_league_chelsea,Arsenal,4-3-3,Starter,7,Bukayo Saka
2023-2024,Arsenal 2023 2024,2023-10-21,Premier League,Chelsea,2023-10-21_premier_league_chelsea_lineups.csv,a1c336e2,https://fbref.com/en/matches/a1c336e2/North-West-London-Derby-Chelsea-Arsenal-October-21-2023-Premier-League,2023-10-21,Premier League,Matchweek 9,Away,Chelsea,D,2023-10-21_premier_league_chelsea,Arsenal,4-3-3,Starter,8,Martin Ødegaard
2023-2024,Arsenal 2023 2024,2023-10-21,Premier League,Chelsea,2023-10-21_premier_league_chelsea_lineups.csv,a1c336e2,https://fbref.com/en/matches/a1c336e2/North-West-London-Derby-Chelsea-Arsenal-October-21-2023-Premier-League,2023-10-21,Premier League,Matchweek 9,Away,Chelsea,D,2023-10-21_premier_league_chelsea,Arsenal,4-3-3,Starter,9,Gabriel Jesus
2023-2024,Arsenal 2023 2024,2023-10-21,Premier League,Chelsea,2023-10-21_premier_league_chelsea_lineups.csv,a1c336e2,https://fbref.com/en/matches/a1c336e2/North-West-London-Derby-Chelsea-Arsenal-October-21-2023-Premier-League,2023-10-21,Premier League,Matchweek 9,Away,Chelsea,D,2023-10-21_premier_league_chelsea,Arsenal,4-3-3,Starter,11,Gabriel Martinelli
2023-2024,Arsenal 2023 2024,2023-10-21,Premier League,Chelsea,2023-10-21_premier_league_chelsea_lineups.csv,a1c336e2,https://fbref.com/en/matches/a1c336e2/North-West-London-Derby-Chelsea-Arsenal-October-21-2023-Premier-League,2023-10-21,Premier League,Matchweek 9,Away,Chelsea,D,2023-10-21_premier_league_chelsea,Arsenal,4-3-3,Starter,20,Jorginho
2023-2024,Arsenal 2023 2024,2023-10-21,Premier League,Chelsea,2023-10-21_premier_league_chelsea_lineups.csv,a1c336e2,https://fbref.com/en/matches/a1c336e2/North-West-London-Derby-Chelsea-Arsenal-October-21-2023-Premier-League,2023-10-21,Premier League,Matchweek 9,Away,Chelsea,D,2023-10-21_premier_league_chelsea,Arsenal,4-3-3,Starter,35,Oleksandr Zinchenko
2023-2024,Arsenal 2023 2024,2023-10-21,Premier League,Chelsea,2023-10-21_premier_league_chelsea_lineups.csv,a1c336e2,https://fbref.com/en/matches/a1c336e2/North-West-London-Derby-Chelsea-Arsenal-October-21-2023-Premier-League,2023-10-21,Premier League,Matchweek 9,Away,Chelsea,D,2023-10-21_premier_league_chelsea,Arsenal,4-3-3,Starter,41,Declan Rice
2023-2024,Arsenal 2023 2024,2023-10-21,Premier League,Chelsea,2023-10-21_premier_league_chelsea_lineups.csv,a1c336e2,https://fbref.com/en/matches/a1c336e2/North-West-London-Derby-Chelsea-Arsenal-October-21-2023-Premier-League,2023-10-21,Premier League,Matchweek 9,Away,Chelsea,D,2023-10-21_premier_league_chelsea,Arsenal,4-3-3,Bench,31,Karl Jakob Hein
2023-2024,Arsenal 2023 2024,2023-10-21,Premier League,Chelsea,2023-10-21_premier_league_chelsea_lineups.csv,a1c336e2,https://fbref.com/en/matches/a1c336e2/North-West-London-Derby-Chelsea-Arsenal-October-21-2023-Premier-League,2023-10-21,Premier League,Matchweek 9,Away,Chelsea,D,2023-10-21_premier_league_chelsea,Arsenal,4-3-3,Bench,5,Thomas Partey
2023-2024,Arsenal 2023 2024,2023-10-21,Premier League,Chelsea,2023-10-21_premier_league_chelsea_lineups.csv,a1c336e2,https://fbref.com/en/matches/a1c336e2/North-West-London-Derby-Chelsea-Arsenal-October-21-2023-Premier-League,2023-10-21,Premier League,Matchweek 9,Away,Chelsea,D,2023-10-21_premier_league_chelsea,Arsenal,4-3-3,Bench,10,Emile Smith Rowe
2023-2024,Arsenal 2023 2024,2023-10-21,Premier League,Chelsea,2023-10-21_premier_league_chelsea_lineups.csv,a1c336e2,https://fbref.com/en/matches/a1c336e2/North-West-London-Derby-Chelsea-Arsenal-October-21-2023-Premier-League,2023-10-21,Premier League,Matchweek 9,Away,Chelsea,D,2023-10-21_premier_league_chelsea,Arsenal,4-3-3,Bench,14,Eddie Nketiah
2023-2024,Arsenal 2023 2024,2023-10-21,Premier League,Chelsea,2023-10-21_premier_league_chelsea_lineups.csv,a1c336e2,https://fbref.com/en/matches/a1c336e2/North-West-London-Derby-Chelsea-Arsenal-October-21-2023-Premier-League,2023-10-21,Premier League,Matchweek 9,Away,Chelsea,D,2023-10-21_premier_league_chelsea,Arsenal,4-3-3,Bench,15,Jakub Kiwior
2023-2024,Arsenal 2023 2024,2023-10-21,Premier League,Chelsea,2023-10-21_premier_league_chelsea_lineups.csv,a1c336e2,https://fbref.com/en/matches/a1c336e2/North-West-London-Derby-Chelsea-Arsenal-October-21-2023-Premier-League,2023-10-21,Premier League,Matchweek 9,Away,Chelsea,D,2023-10-21_premier_league_chelsea,Arsenal,4-3-3,Bench,18,Takehiro Tomiyasu
2023-2024,Arsenal 2023 2024,2023-10-21,Premier League,Chelsea,2023-10-21_premier_league_chelsea_lineups.csv,a1c336e2,https://fbref.com/en/matches/a1c336e2/North-West-London-Derby-Chelsea-Arsenal-October-21-2023-Premier-League,2023-10-21,Premier League,Matchweek 9,Away,Chelsea,D,2023-10-21_premier_league_chelsea,Arsenal,4-3-3,Bench,19,Leandro Trossard
2023-2024,Arsenal 2023 2024,2023-10-21,Premier League,Chelsea,2023-10-21_premier_league_chelsea_lineups.csv,a1c336e2,https://fbref.com/en/matches/a1c336e2/North-West-London-Derby-Chelsea-Arsenal-October-21-2023-Premier-League,2023-10-21,Premier League,Matchweek 9,Away,Chelsea,D,2023-10-21_premier_league_chelsea,Arsenal,4-3-3,Bench,24,Reiss Nelson
2023-2024,Arsenal 2023 2024,2023-10-21,Premier League,Chelsea,2023-10-21_premier_league_chelsea_lineups.csv,a1c336e2,https://fbref.com/en/matches/a1c336e2/North-West-London-Derby-Chelsea-Arsenal-October-21-2023-Premier-League,2023-10-21,Premier League,Matchweek 9,Away,Chelsea,D,2023-10-21_premier_league_chelsea,Arsenal,4-3-3,Bench,29,Kai Havertz
2023-2024,Arsenal 2023 2024,2023-10-24,Champions Lg,Essevilla,2023-10-24_champions_lg_essevilla_lineups.csv,0c4b8772,https://fbref.com/en/matches/0c4b8772/Sevilla-Arsenal-October-24-2023-Champions-League,2023-10-24,Champions Lg,Group stage,Away,esSevilla,W,2023-10-24_champions_lg_essevilla,Arsenal,4-3-3,Starter,22,David Raya
2023-2024,Arsenal 2023 2024,2023-10-24,Champions Lg,Essevilla,2023-10-24_champions_lg_essevilla_lineups.csv,0c4b8772,https://fbref.com/en/matches/0c4b8772/Sevilla-Arsenal-October-24-2023-Champions-League,2023-10-24,Champions Lg,Group stage,Away,esSevilla,W,2023-10-24_champions_lg_essevilla,Arsenal,4-3-3,Starter,2,William Saliba
2023-2024,Arsenal 2023 2024,2023-10-24,Champions Lg,Essevilla,2023-10-24_champions_lg_essevilla_lineups.csv,0c4b8772,https://fbref.com/en/matches/0c4b8772/Sevilla-Arsenal-October-24-2023-Champions-League,2023-10-24,Champions Lg,Group stage,Away,esSevilla,W,2023-10-24_champions_lg_essevilla,Arsenal,4-3-3,Starter,4,Ben White
2023-2024,Arsenal 2023 2024,2023-10-24,Champions Lg,Essevilla,2023-10-24_champions_lg_essevilla_lineups.csv,0c4b8772,https://fbref.com/en/matches/0c4b8772/Sevilla-Arsenal-October-24-2023-Champions-League,2023-10-24,Champions Lg,Group stage,Away,esSevilla,W,2023-10-24_champions_lg_essevilla,Arsenal,4-3-3,Starter,6,Gabriel Magalhães
2023-2024,Arsenal 2023 2024,2023-10-24,Champions Lg,Essevilla,2023-10-24_champions_lg_essevilla_lineups.csv,0c4b8772,https://fbref.com/en/matches/0c4b8772/Sevilla-Arsenal-October-24-2023-Champions-League,2023-10-24,Champions Lg,Group stage,Away,esSevilla,W,2023-10-24_champions_lg_essevilla,Arsenal,4-3-3,Starter,7,Bukayo Saka
2023-2024,Arsenal 2023 2024,2023-10-24,Champions Lg,Essevilla,2023-10-24_champions_lg_essevilla_lineups.csv,0c4b8772,https://fbref.com/en/matches/0c4b8772/Sevilla-Arsenal-October-24-2023-Champions-League,2023-10-24,Champions Lg,Group stage,Away,esSevilla,W,2023-10-24_champions_lg_essevilla,Arsenal,4-3-3,Starter,8,Martin Ødegaard
2023-2024,Arsenal 2023 2024,2023-10-24,Champions Lg,Essevilla,2023-10-24_champions_lg_essevilla_lineups.csv,0c4b8772,https://fbref.com/en/matches/0c4b8772/Sevilla-Arsenal-October-24-2023-Champions-League,2023-10-24,Champions Lg,Group stage,Away,esSevilla,W,2023-10-24_champions_lg_essevilla,Arsenal,4-3-3,Starter,9,Gabriel Jesus
2023-2024,Arsenal 2023 2024,2023-10-24,Champions Lg,Essevilla,2023-10-24_champions_lg_essevilla_lineups.csv,0c4b8772,https://fbref.com/en/matches/0c4b8772/Sevilla-Arsenal-October-24-2023-Champions-League,2023-10-24,Champions Lg,Group stage,Away,esSevilla,W,2023-10-24_champions_lg_essevilla,Arsenal,4-3-3,Starter,11,Gabriel Martinelli
2023-2024,Arsenal 2023 2024,2023-10-24,Champions Lg,Essevilla,2023-10-24_champions_lg_essevilla_lineups.csv,0c4b8772,https://fbref.com/en/matches/0c4b8772/Sevilla-Arsenal-October-24-2023-Champions-League,2023-10-24,Champions Lg,Group stage,Away,esSevilla,W,2023-10-24_champions_lg_essevilla,Arsenal,4-3-3,Starter,18,Takehiro Tomiyasu
2023-2024,Arsenal 2023 2024,2023-10-24,Champions Lg,Essevilla,2023-10-24_champions_lg_essevilla_lineups.csv,0c4b8772,https://fbref.com/en/matches/0c4b8772/Sevilla-Arsenal-October-24-2023-Champions-League,2023-10-24,Champions Lg,Group stage,Away,esSevilla,W,2023-10-24_champions_lg_essevilla,Arsenal,4-3-3,Starter,20,Jorginho
2023-2024,Arsenal 2023 2024,2023-10-24,Champions Lg,Essevilla,2023-10-24_champions_lg_essevilla_lineups.csv,0c4b8772,https://fbref.com/en/matches/0c4b8772/Sevilla-Arsenal-October-24-2023-Champions-League,2023-10-24,Champions Lg,Group stage,Away,esSevilla,W,2023-10-24_champions_lg_essevilla,Arsenal,4-3-3,Starter,41,Declan Rice
2023-2024,Arsenal 2023 2024,2023-10-24,Champions Lg,Essevilla,2023-10-24_champions_lg_essevilla_lineups.csv,0c4b8772,https://fbref.com/en/matches/0c4b8772/Sevilla-Arsenal-October-24-2023-Champions-League,2023-10-24,Champions Lg,Group stage,Away,esSevilla,W,2023-10-24_champions_lg_essevilla,Arsenal,4-3-3,Bench,1,Aaron Ramsdale
2023-2024,Arsenal 2023 2024,2023-10-24,Champions Lg,Essevilla,2023-10-24_champions_lg_essevilla_lineups.csv,0c4b8772,https://fbref.com/en/matches/0c4b8772/Sevilla-Arsenal-October-24-2023-Champions-League,2023-10-24,Champions Lg,Group stage,Away,esSevilla,W,2023-10-24_champions_lg_essevilla,Arsenal,4-3-3,Bench,31,Karl Jakob Hein
2023-2024,Arsenal 2023 2024,2023-10-24,Champions Lg,Essevilla,2023-10-24_champions_lg_essevilla_lineups.csv,0c4b8772,https://fbref.com/en/matches/0c4b8772/Sevilla-Arsenal-October-24-2023-Champions-League,2023-10-24,Champions Lg,Group stage,Away,esSevilla,W,2023-10-24_champions_lg_essevilla,Arsenal,4-3-3,Bench,10,Emile Smith Rowe
2023-2024,Arsenal 2023 2024,2023-10-24,Champions Lg,Essevilla,2023-10-24_champions_lg_essevilla_lineups.csv,0c4b8772,https://fbref.com/en/matches/0c4b8772/Sevilla-Arsenal-October-24-2023-Champions-League,2023-10-24,Champions Lg,Group stage,Away,esSevilla,W,2023-10-24_champions_lg_essevilla,Arsenal,4-3-3,Bench,14,Eddie Nketiah
2023-2024,Arsenal 2023 2024,2023-10-24,Champions Lg,Essevilla,2023-10-24_champions_lg_essevilla_lineups.csv,0c4b8772,https://fbref.com/en/matches/0c4b8772/Sevilla-Arsenal-October-24-2023-Champions-League,2023-10-24,Champions Lg,Group stage,Away,esSevilla,W,2023-10-24_champions_lg_essevilla,Arsenal,4-3-3,Bench,15,Jakub Kiwior
2023-2024,Arsenal 2023 2024,2023-10-24,Champions Lg,Essevilla,2023-10-24_champions_lg_essevilla_lineups.csv,0c4b8772,https://fbref.com/en/matches/0c4b8772/Sevilla-Arsenal-October-24-2023-Champions-League,2023-10-24,Champions Lg,Group stage,Away,esSevilla,W,2023-10-24_champions_lg_essevilla,Arsenal,4-3-3,Bench,17,Cédric Soares
2023-2024,Arsenal 2023 2024,2023-10-24,Champions Lg,Essevilla,2023-10-24_champions_lg_essevilla_lineups.csv,0c4b8772,https://fbref.com/en/matches/0c4b8772/Sevilla-Arsenal-October-24-2023-Champions-League,2023-10-24,Champions Lg,Group stage,Away,esSevilla,W,2023-10-24_champions_lg_essevilla,Arsenal,4-3-3,Bench,19,Leandro Trossard
2023-2024,Arsenal 2023 2024,2023-10-24,Champions Lg,Essevilla,2023-10-24_champions_lg_essevilla_lineups.csv,0c4b8772,https://fbref.com/en/matches/0c4b8772/Sevilla-Arsenal-October-24-2023-Champions-League,2023-10-24,Champions Lg,Group stage,Away,esSevilla,W,2023-10-24_champions_lg_essevilla,Arsenal,4-3-3,Bench,21,Fabio Vieira
2023-2024,Arsenal 2023 2024,2023-10-24,Champions Lg,Essevilla,2023-10-24_champions_lg_essevilla_lineups.csv,0c4b8772,https://fbref.com/en/matches/0c4b8772/Sevilla-Arsenal-October-24-2023-Champions-League,2023-10-24,Champions Lg,Group stage,Away,esSevilla,W,2023-10-24_champions_lg_essevilla,Arsenal,4-3-3,Bench,24,Reiss Nelson
2023-2024,Arsenal 2023 2024,2023-10-24,Champions Lg,Essevilla,2023-10-24_champions_lg_essevilla_lineups.csv,0c4b8772,https://fbref.com/en/matches/0c4b8772/Sevilla-Arsenal-October-24-2023-Champions-League,2023-10-24,Champions Lg,Group stage,Away,esSevilla,W,2023-10-24_champions_lg_essevilla,Arsenal,4-3-3,Bench,25,Mohamed Elneny
2023-2024,Arsenal 2023 2024,2023-10-24,Champions Lg,Essevilla,2023-10-24_champions_lg_essevilla_lineups.csv,0c4b8772,https://fbref.com/en/matches/0c4b8772/Sevilla-Arsenal-October-24-2023-Champions-League,2023-10-24,Champions Lg,Group stage,Away,esSevilla,W,2023-10-24_champions_lg_essevilla,Arsenal,4-3-3,Bench,29,Kai Havertz
2023-2024,Arsenal 2023 2024,2023-10-24,Champions Lg,Essevilla,2023-10-24_champions_lg_essevilla_lineups.csv,0c4b8772,https://fbref.com/en/matches/0c4b8772/Sevilla-Arsenal-October-24-2023-Champions-League,2023-10-24,Champions Lg,Group stage,Away,esSevilla,W,2023-10-24_champions_lg_essevilla,Arsenal,4-3-3,Bench,35,Oleksandr Zinchenko
2023-2024,Arsenal 2023 2024,2023-10-28,Premier League,Sheffield United,2023-10-28_premier_league_sheffield_united_lineups.csv,d498f918,https://fbref.com/en/matches/d498f918/Arsenal-Sheffield-United-October-28-2023-Premier-League,2023-10-28,Premier League,Matchweek 10,Home,Sheffield United,W,2023-10-28_premier_league_sheffield_united,Arsenal,4-3-3,Starter,22,David Raya
2023-2024,Arsenal 2023 2024,2023-10-28,Premier League,Sheffield United,2023-10-28_premier_league_sheffield_united_lineups.csv,d498f918,https://fbref.com/en/matches/d498f918/Arsenal-Sheffield-United-October-28-2023-Premier-League,2023-10-28,Premier League,Matchweek 10,Home,Sheffield United,W,2023-10-28_premier_league_sheffield_united,Arsenal,4-3-3,Starter,2,William Saliba
2023-2024,Arsenal 2023 2024,2023-10-28,Premier League,Sheffield United,2023-10-28_premier_league_sheffield_united_lineups.csv,d498f918,https://fbref.com/en/matches/d498f918/Arsenal-Sheffield-United-October-28-2023-Premier-League,2023-10-28,Premier League,Matchweek 10,Home,Sheffield United,W,2023-10-28_premier_league_sheffield_united,Arsenal,4-3-3,Starter,4,Ben White
2023-2024,Arsenal 2023 2024,2023-10-28,Premier League,Sheffield United,2023-10-28_premier_league_sheffield_united_lineups.csv,d498f918,https://fbref.com/en/matches/d498f918/Arsenal-Sheffield-United-October-28-2023-Premier-League,2023-10-28,Premier League,Matchweek 10,Home,Sheffield United,W,2023-10-28_premier_league_sheffield_united,Arsenal,4-3-3,Starter,7,Bukayo Saka
2023-2024,Arsenal 2023 2024,2023-10-28,Premier League,Sheffield United,2023-10-28_premier_league_sheffield_united_lineups.csv,d498f918,https://fbref.com/en/matches/d498f918/Arsenal-Sheffield-United-October-28-2023-Premier-League,2023-10-28,Premier League,Matchweek 10,Home,Sheffield United,W,2023-10-28_premier_league_sheffield_united,Arsenal,4-3-3,Starter,10,Emile Smith Rowe
2023-2024,Arsenal 2023 2024,2023-10-28,Premier League,Sheffield United,2023-10-28_premier_league_sheffield_united_lineups.csv,d498f918,https://fbref.com/en/matches/d498f918/Arsenal-Sheffield-United-October-28-2023-Premier-League,2023-10-28,Premier League,Matchweek 10,Home,Sheffield United,W,2023-10-28_premier_league_sheffield_united,Arsenal,4-3-3,Starter,11,Gabriel Martinelli
2023-2024,Arsenal 2023 2024,2023-10-28,Premier League,Sheffield United,2023-10-28_premier_league_sheffield_united_lineups.csv,d498f918,https://fbref.com/en/matches/d498f918/Arsenal-Sheffield-United-October-28-2023-Premier-League,2023-10-28,Premier League,Matchweek 10,Home,Sheffield United,W,2023-10-28_premier_league_sheffield_united,Arsenal,4-3-3,Starter,14,Eddie Nketiah
2023-2024,Arsenal 2023 2024,2023-10-28,Premier League,Sheffield United,2023-10-28_premier_league_sheffield_united_lineups.csv,d498f918,https://fbref.com/en/matches/d498f918/Arsenal-Sheffield-United-October-28-2023-Premier-League,2023-10-28,Premier League,Matchweek 10,Home,Sheffield United,W,2023-10-28_premier_league_sheffield_united,Arsenal,4-3-3,Starter,15,Jakub Kiwior
2023-2024,Arsenal 2023 2024,2023-10-28,Premier League,Sheffield United,2023-10-28_premier_league_sheffield_united_lineups.csv,d498f918,https://fbref.com/en/matches/d498f918/Arsenal-Sheffield-United-October-28-2023-Premier-League,2023-10-28,Premier League,Matchweek 10,Home,Sheffield United,W,2023-10-28_premier_league_sheffield_united,Arsenal,4-3-3,Starter,29,Kai Havertz
2023-2024,Arsenal 2023 2024,2023-10-28,Premier League,Sheffield United,2023-10-28_premier_league_sheffield_united_lineups.csv,d498f918,https://fbref.com/en/matches/d498f918/Arsenal-Sheffield-United-October-28-2023-Premier-League,2023-10-28,Premier League,Matchweek 10,Home,Sheffield United,W,2023-10-28_premier_league_sheffield_united,Arsenal,4-3-3,Starter,35,Oleksandr Zinchenko
2023-2024,Arsenal 2023 2024,2023-10-28,Premier League,Sheffield United,2023-10-28_premier_league_sheffield_united_lineups.csv,d498f918,https://fbref.com/en/matches/d498f918/Arsenal-Sheffield-United-October-28-2023-Premier-League,2023-10-28,Premier League,Matchweek 10,Home,Sheffield United,W,2023-10-28_premier_league_sheffield_united,Arsenal,4-3-3,Starter,41,Declan Rice
2023-2024,Arsenal 2023 2024,2023-10-28,Premier League,Sheffield United,2023-10-28_premier_league_sheffield_united_lineups.csv,d498f918,https://fbref.com/en/matches/d498f918/Arsenal-Sheffield-United-October-28-2023-Premier-League,2023-10-28,Premier League,Matchweek 10,Home,Sheffield United,W,2023-10-28_premier_league_sheffield_united,Arsenal,4-3-3,Bench,1,Aaron Ramsdale
2023-2024,Arsenal 2023 2024,2023-10-28,Premier League,Sheffield United,2023-10-28_premier_league_sheffield_united_lineups.csv,d498f918,https://fbref.com/en/matches/d498f918/Arsenal-Sheffield-United-October-28-2023-Premier-League,2023-10-28,Premier League,Matchweek 10,Home,Sheffield United,W,2023-10-28_premier_league_sheffield_united,Arsenal,4-3-3,Bench,6,Gabriel Magalhães
2023-2024,Arsenal 2023 2024,2023-10-28,Premier League,Sheffield United,2023-10-28_premier_league_sheffield_united_lineups.csv,d498f918,https://fbref.com/en/matches/d498f918/Arsenal-Sheffield-United-October-28-2023-Premier-League,2023-10-28,Premier League,Matchweek 10,Home,Sheffield United,W,2023-10-28_premier_league_sheffield_united,Arsenal,4-3-3,Bench,8,Martin Ødegaard
2023-2024,Arsenal 2023 2024,2023-10-28,Premier League,Sheffield United,2023-10-28_premier_league_sheffield_united_lineups.csv,d498f918,https://fbref.com/en/matches/d498f918/Arsenal-Sheffield-United-October-28-2023-Premier-League,2023-10-28,Premier League,Matchweek 10,Home,Sheffield United,W,2023-10-28_premier_league_sheffield_united,Arsenal,4-3-3,Bench,18,Takehiro Tomiyasu
2023-2024,Arsenal 2023 2024,2023-10-28,Premier League,Sheffield United,2023-10-28_premier_league_sheffield_united_lineups.csv,d498f918,https://fbref.com/en/matches/d498f918/Arsenal-Sheffield-United-October-28-2023-Premier-League,2023-10-28,Premier League,Matchweek 10,Home,Sheffield United,W,2023-10-28_premier_league_sheffield_united,Arsenal,4-3-3,Bench,19,Leandro Trossard
2023-2024,Arsenal 2023 2024,2023-10-28,Premier League,Sheffield United,2023-10-28_premier_league_sheffield_united_lineups.csv,d498f918,https://fbref.com/en/matches/d498f918/Arsenal-Sheffield-United-October-28-2023-Premier-League,2023-10-28,Premier League,Matchweek 10,Home,Sheffield United,W,2023-10-28_premier_league_sheffield_united,Arsenal,4-3-3,Bench,20,Jorginho
2023-2024,Arsenal 2023 2024,2023-10-28,Premier League,Sheffield United,2023-10-28_premier_league_sheffield_united_lineups.csv,d498f918,https://fbref.com/en/matches/d498f918/Arsenal-Sheffield-United-October-28-2023-Premier-League,2023-10-28,Premier League,Matchweek 10,Home,Sheffield United,W,2023-10-28_premier_league_sheffield_united,Arsenal,4-3-3,Bench,21,Fabio Vieira
2023-2024,Arsenal 2023 2024,2023-10-28,Premier League,Sheffield United,2023-10-28_premier_league_sheffield_united_lineups.csv,d498f918,https://fbref.com/en/matches/d498f918/Arsenal-Sheffield-United-October-28-2023-Premier-League,2023-10-28,Premier League,Matchweek 10,Home,Sheffield United,W,2023-10-28_premier_league_sheffield_united,Arsenal,4-3-3,Bench,24,Reiss Nelson
2023-2024,Arsenal 2023 2024,2023-10-28,Premier League,Sheffield United,2023-10-28_premier_league_sheffield_united_lineups.csv,d498f918,https://fbref.com/en/matches/d498f918/Arsenal-Sheffield-United-October-28-2023-Premier-League,2023-10-28,Premier League,Matchweek 10,Home,Sheffield United,W,2023-10-28_premier_league_sheffield_united,Arsenal,4-3-3,Bench,25,Mohamed Elneny
2023-2024,Arsenal 2023 2024,2023-11-01,Efl Cup,West Ham United,2023-11-01_efl_cup_west_ham_united_lineups.csv,7fbf0cfb,https://fbref.com/en/matches/7fbf0cfb/West-Ham-United-Arsenal-November-1-2023-EFL-Cup,2023-11-01,EFL Cup,Fourth round,Away,West Ham United,L,2023-11-01_efl_cup_west_ham_united,Arsenal,4-3-3,Starter,1,Aaron Ramsdale
