team,appearances,minutesPlayed,tackles,interceptions,clearances,aerialDuelsWon,groundDuelsWon,blockedShots,errorLeadToGoal,rating
RB Leipzig,8,588,10,6,3,8,31,4,0,6.73
Zenit St. Petersburg,5,320,10,9,1,6,12,2,0,6.72
Ferencváros TC,5,82,1,1,0,0,7,1,0,6.72
Club Brugge KV,5,321,1,8,7,0,7,0,0,6.72
Başakşehir FK,6,446,11,5,3,0,20,0,0,6.72
Dynamo Kyiv,5,424,8,5,3,2,17,1,0,6.7
FC Porto,9,450,8,2,1,4,40,1,0,6.7
Başakşehir FK,4,232,4,7,7,3,6,0,0,6.7
FC Krasnodar,5,409,4,7,4,3,9,1,0,6.7
RB Leipzig,7,566,14,12,8,6,32,6,1,6.7
FC Porto,1,63,1,4,0,0,1,0,0,6.7
Manchester City,1,8,0,0,0,0,1,0,0,6.7
Lazio,1,22,3,0,0,1,4,0,0,6.7
Zenit St. Petersburg,2,56,6,1,1,0,6,0,0,6.7
Real Madrid,3,97,2,3,1,2,7,2,0,6.7
Liverpool FC,3,27,1,0,0,0,2,0,0,6.7
Club Brugge KV,3,27,0,1,0,0,1,0,0,6.7
Lokomotiv Moscow,4,359,13,8,8,1,17,0,0,6.7
Liverpool FC,9,327,3,2,4,7,12,2,0,6.7
Juventus,7,156,2,2,3,2,8,4,0,6.69
Paris Saint-Germain,5,267,0,7,1,2,8,1,0,6.68
Borussia M'gladbach,5,246,7,2,1,2,10,0,0,6.68
Zenit St. Petersburg,5,272,6,4,1,5,7,0,0,6.68
Borussia Dortmund,8,458,4,4,4,2,19,2,0,6.68
Dynamo Kyiv,4,355,4,12,5,5,8,0,0,6.68
Lokomotiv Moscow,3,103,2,0,2,1,6,2,0,6.67
Liverpool FC,9,720,7,9,2,2,26,3,0,6.67
FC Porto,10,762,10,13,8,6,54,2,1,6.66
Paris Saint-Germain,10,495,18,5,9,3,32,0,0,6.66
Red Bull Salzburg,3,43,1,1,0,1,1,0,0,6.65
Zenit St. Petersburg,2,31,3,1,3,0,3,0,0,6.65
Liverpool FC,4,145,2,4,2,0,5,0,0,6.65
Red Bull Salzburg,6,521,17,8,4,9,41,4,0,6.65
Sevilla,7,451,4,6,4,4,35,4,0,6.64
Dynamo Kyiv,6,288,4,2,1,3,14,2,0,6.64
Stade Rennais,3,40,0,1,0,1,2,0,0,6.63
AFC Ajax,4,89,1,2,0,0,3,1,0,6.63
Zenit St. Petersburg,6,447,14,9,3,3,19,0,0,6.63
Atlético Madrid,5,40,3,2,0,1,4,0,0,6.63
RB Leipzig,7,373,7,6,6,4,12,2,0,6.62
Olympiacos FC,6,288,10,3,4,2,15,0,0,6.62
AFC Ajax,6,455,9,6,10,3,16,0,0,6.62
RB Leipzig,7,466,2,1,0,3,9,2,0,6.6
FC Bayern München,6,233,9,1,0,1,19,0,0,6.6
RB Leipzig,7,141,2,2,0,2,10,0,0,6.6
AFC Ajax,1,9,0,0,0,0,1,0,0,6.6
FC Bayern München,2,22,1,1,0,0,1,0,0,6.6
FC Krasnodar,2,18,0,0,4,1,1,0,0,6.6
Shakhtar Donetsk,3,220,2,2,3,2,5,1,0,6.6
Başakşehir FK,3,110,0,0,0,2,3,1,0,6.6
Inter,4,289,12,6,3,5,19,1,0,6.6
Liverpool FC,4,189,3,0,2,2,6,0,0,6.6
Stade Rennais,4,130,5,3,0,1,7,1,0,6.6
Borussia M'gladbach,5,291,10,3,4,0,13,1,0,6.6
Stade Rennais,5,221,8,2,0,2,13,0,0,6.6
Dynamo Kyiv,5,156,9,2,6,0,11,0,0,6.6
Lokomotiv Moscow,5,391,12,7,12,5,26,0,0,6.6
Juventus,6,268,3,5,1,0,14,3,0,6.6
Ferencváros TC,6,468,7,11,2,6,18,0,0,6.6
FC Barcelona,7,333,5,2,0,0,25,3,0,6.59
Atalanta,6,472,10,12,5,8,14,0,0,6.58
Olympique de Marseille,5,387,9,8,6,8,16,1,0,6.58
Olympiacos FC,4,288,9,0,0,0,16,2,0,6.58
FC Midtjylland,4,101,1,4,4,3,5,0,0,6.58
Lazio,4,84,1,1,1,0,1,1,0,6.58
Shakhtar Donetsk,5,164,5,2,3,2,13,0,0,6.58
Atlético Madrid,3,36,2,0,0,0,2,0,0,6.57
Paris Saint-Germain,4,146,3,2,1,0,6,0,0,6.57
FC Midtjylland,4,48,1,1,0,4,5,0,0,6.57
Shakhtar Donetsk,6,540,6,12,9,3,25,0,0,6.57
RB Leipzig,6,286,7,5,3,3,9,0,0,6.57
Ferencváros TC,6,362,5,5,2,0,15,1,0,6.57
Borussia Dortmund,2,22,0,0,0,0,0,0,0,6.55
Atalanta,5,280,3,5,3,2,7,0,0,6.54
Sevilla,3,149,6,0,3,1,12,1,0,6.53
Stade Rennais,3,88,0,0,0,0,3,0,0,6.53
Shakhtar Donetsk,6,430,6,2,3,0,20,1,1,6.53
Shakhtar Donetsk,4,244,2,2,1,2,10,0,0,6.53
Club Brugge KV,4,238,2,4,5,3,10,0,0,6.53
Olympiacos FC,4,238,7,3,1,1,13,1,0,6.53
Olympique de Marseille,6,232,8,2,0,2,19,0,0,6.52
Atalanta,7,525,19,11,5,5,31,0,0,6.51
Zenit St. Petersburg,5,243,6,2,3,0,16,1,0,6.5
Manchester City,1,8,0,0,0,0,0,0,0,6.5
FC Barcelona,1,17,0,0,0,0,1,0,0,6.5
Juventus,1,14,0,0,0,0,0,0,0,6.5
FC Bayern München,2,156,1,2,3,2,4,0,0,6.5
FC Porto,3,67,1,1,2,4,2,0,0,6.5
Lazio,4,147,2,4,0,0,3,0,0,6.5
FC Krasnodar,4,233,2,0,1,2,8,1,0,6.5
Dynamo Kyiv,4,36,0,0,0,0,2,0,0,6.5
Liverpool FC,5,155,1,3,1,2,3,1,0,6.5
AFC Ajax,5,182,0,1,0,1,3,1,0,6.5
Olympique de Marseille,6,370,9,5,0,0,18,0,0,6.48
Dynamo Kyiv,4,265,2,5,3,0,5,0,0,6.48
Borussia M'gladbach,7,81,1,0,0,0,7,0,0,6.46
Lazio,2,104,3,3,0,2,4,0,0,6.45
Red Bull Salzburg,3,41,2,2,1,0,4,0,0,6.45
Stade Rennais,4,214,4,1,3,3,10,3,0,6.45
FC Porto,4,70,1,0,0,0,4,1,0,6.43
Ferencváros TC,5,391,5,4,4,0,22,4,0,6.42
Atalanta,1,9,0,0,1,0,0,0,0,6.4
Başakşehir FK,1,30,0,0,3,0,0,0,0,6.4
Olympique de Marseille,2,92,0,0,0,0,3,0,0,6.4
Borussia M'gladbach,2,17,0,0,0,0,0,0,0,6.4
Dynamo Kyiv,2,12,0,1,0,0,0,0,0,6.4
Zenit St. Petersburg,2,180,2,6,8,1,4,0,1,6.4
Olympique de Marseille,3,34,0,1,0,0,1,0,0,6.4
Olympiacos FC,4,39,0,0,1,0,1,0,0,6.4
Borussia Dortmund,5,118,1,0,1,0,1,1,0,6.4
Olympique de Marseille,3,97,1,1,0,1,5,0,0,6.37
FC Krasnodar,2,39,1,1,1,3,1,0,0,6.35
Başakşehir FK,5,83,1,0,0,1,3,0,0,6.34
Shakhtar Donetsk,1,10,0,0,0,0,0,0,0,6.3
Inter,1,12,0,0,0,0,1,0,0,6.3
Başakşehir FK,3,116,0,0,0,1,2,0,0,6.3
Zenit St. Petersburg,5,196,0,1,0,5,5,2,0,6.3
Zenit St. Petersburg,4,158,0,4,1,4,4,0,0,6.28
Club Brugge KV,5,312,5,2,4,5,16,1,0,6.28
Olympique de Marseille,4,36,0,0,0,0,2,0,0,6.27
Ferencváros TC,5,392,3,5,2,2,6,1,0,6.26
Real Madrid,2,30,0,0,0,0,0,0,0,6.25
Stade Rennais,2,87,3,0,2,0,3,1,0,6.25
Lokomotiv Moscow,1,14,0,0,0,0,2,0,0,6.2
Olympiacos FC,3,127,0,1,1,0,1,0,0,6.2
Liverpool FC,1,90,0,0,2,1,0,0,0,6.1
Manchester United,1,61,0,0,0,0,0,0,1,5.6
Inter,1,3,0,0,0,0,0,0,0,0.0
Club Brugge KV,1,1,0,0,0,0,1,0,0,0.0
FC Porto,3,4,1,0,1,1,1,0,0,0.0
FC Barcelona,6,540,5,2,0,0,46,11,0,8.23
Borussia Dortmund,8,705,1,3,10,8,15,2,0,7.96
Lazio,5,416,2,1,0,2,15,6,0,7.7
Paris Saint-Germain,10,899,2,1,6,3,58,7,0,7.62
Juventus,8,597,4,4,2,4,28,1,0,7.55
Paris Saint-Germain,9,744,5,3,0,4,82,8,0,7.46
Manchester United,6,416,1,0,3,0,24,5,0,7.45
AFC Ajax,4,313,6,0,0,0,21,0,0,7.45
Inter,5,446,0,0,5,9,13,3,0,7.38
Juventus,6,569,0,2,5,4,17,7,0,7.35
Atlético Madrid,8,708,6,4,3,12,44,4,0,7.35
Sevilla,8,390,1,2,7,12,10,1,0,7.33
RB Leipzig,7,585,18,8,2,5,39,0,0,7.31
FC Barcelona,3,160,1,1,1,1,7,2,0,7.3
FC Bayern München,6,514,2,2,4,9,15,5,0,7.28
FC Barcelona,6,381,4,2,1,1,25,4,0,7.28
Real Madrid,10,841,8,2,2,7,24,8,0,7.27
Manchester City,6,360,4,3,1,5,16,5,0,7.25
Olympiacos FC,3,258,4,1,0,0,12,1,0,7.23
Chelsea,8,256,2,2,2,8,8,1,0,7.18
Red Bull Salzburg,6,472,1,3,2,4,16,3,0,7.18
FC Barcelona,7,504,8,5,2,3,14,0,0,7.17
FC Bayern München,7,384,7,0,2,8,16,3,0,7.15
FC Barcelona,6,239,1,0,1,1,6,1,0,7.12
Lazio,8,668,4,1,4,4,33,4,0,7.11
Stade Rennais,3,242,4,4,1,1,11,1,0,7.07
Juventus,8,553,9,1,2,1,27,3,0,7.06
AFC Ajax,6,540,3,0,0,3,23,1,0,7.05
Lokomotiv Moscow,3,67,0,0,1,0,8,0,0,7.05
Borussia M'gladbach,8,601,5,6,5,15,29,1,0,7.04
FC Midtjylland,4,146,1,1,0,2,7,1,0,7.03
Lokomotiv Moscow,5,380,3,1,7,36,17,0,0,7.02
Sevilla,6,380,3,1,1,27,8,3,0,7.02
Red Bull Salzburg,6,411,1,2,2,3,9,1,0,7.02
RB Leipzig,8,506,5,3,7,26,34,0,0,7.01
Chelsea,11,760,16,10,1,3,35,6,0,7.01
Club Brugge KV,6,458,11,3,3,5,22,1,0,7.0
Manchester United,5,209,0,1,0,1,8,3,0,7.0
AFC Ajax,1,45,1,0,0,1,4,0,0,7.0
Chelsea,12,818,6,6,2,8,22,4,0,6.98
Chelsea,10,426,6,3,0,4,44,5,0,6.98
Paris Saint-Germain,3,242,3,3,3,7,5,0,0,6.97
Sevilla,6,301,4,1,0,0,15,5,0,6.95
Liverpool FC,9,542,6,2,0,8,35,4,0,6.94
Zenit St. Petersburg,5,282,7,3,1,5,19,2,0,6.94
Atalanta,8,524,4,1,10,15,29,4,0,6.93
Ferencváros TC,4,244,1,2,1,4,13,0,0,6.93
Atlético Madrid,5,385,4,1,3,2,17,4,0,6.92
Atlético Madrid,8,483,3,0,5,3,25,2,0,6.91
Chelsea,12,791,17,9,12,25,51,4,0,6.91
Atalanta,7,352,6,0,1,10,13,2,0,6.9
FC Krasnodar,6,512,3,2,4,13,22,1,0,6.9
Inter,6,408,1,5,1,2,14,3,0,6.9
Real Madrid,12,638,11,1,0,0,48,8,0,6.88
Real Madrid,5,275,0,2,0,0,21,0,0,6.88
Atalanta,6,279,5,1,1,2,25,2,0,6.87
Zenit St. Petersburg,5,345,0,0,2,38,2,0,0,6.86
Paris Saint-Germain,9,440,2,3,4,2,15,3,0,6.84
Olympiacos FC,5,284,3,2,0,5,23,1,0,6.82
Chelsea,5,233,0,1,2,6,6,1,0,6.8
AFC Ajax,5,202,0,1,5,15,6,1,0,6.8
Atalanta,1,22,0,0,0,2,1,0,0,6.8
Atlético Madrid,6,460,1,1,5,8,14,2,0,6.78
Shakhtar Donetsk,4,173,1,2,1,0,7,0,0,6.78
Borussia Dortmund,8,213,4,0,4,0,16,1,0,6.78
Real Madrid,11,329,7,2,2,1,22,1,0,6.77
Shakhtar Donetsk,6,515,5,3,5,4,29,2,0,6.77
Lazio,5,135,0,0,0,3,3,0,0,6.76
Manchester City,7,267,3,2,0,5,19,4,0,6.74
FC Krasnodar,6,203,6,1,4,2,14,1,0,6.73
Stade Rennais,4,342,1,1,2,12,16,0,0,6.73
Dynamo Kyiv,5,182,5,3,4,1,12,0,0,6.73
Lokomotiv Moscow,3,249,0,0,0,13,7,1,0,6.7
RB Leipzig,4,111,1,0,0,5,3,1,0,6.7
Juventus,5,219,1,1,1,0,8,4,0,6.7
FC Midtjylland,6,495,1,4,1,2,12,2,0,6.7
FC Krasnodar,2,24,0,0,0,2,1,1,0,6.7
Stade Rennais,3,103,1,0,1,3,2,1,0,6.7
FC Midtjylland,6,462,6,3,5,29,23,1,0,6.68
Club Brugge KV,4,345,3,1,0,3,11,1,0,6.68
Red Bull Salzburg,4,206,5,0,1,3,13,2,0,6.68
Liverpool FC,4,211,2,0,3,2,9,0,0,6.68
Manchester City,11,649,6,3,0,4,25,4,0,6.67
Red Bull Salzburg,3,50,0,0,0,1,1,0,0,6.67
FC Porto,3,106,0,1,7,8,1,1,0,6.67
Borussia M'gladbach,5,432,6,2,2,2,17,1,0,6.66
Başakşehir FK,6,327,1,2,2,11,12,1,0,6.65
Atlético Madrid,2,45,0,0,1,5,1,0,0,6.65
Club Brugge KV,2,32,0,0,0,2,2,0,0,6.65
FC Midtjylland,3,19,0,0,0,3,0,0,0,6.65
Red Bull Salzburg,4,63,3,0,1,0,5,0,0,6.65
Ferencváros TC,5,81,1,0,0,0,5,0,0,6.64
FC Krasnodar,5,383,9,6,7,1,24,2,0,6.64
Borussia Dortmund,3,142,5,1,2,2,8,0,0,6.63
Olympique de Marseille,6,484,8,2,2,3,27,0,0,6.63
FC Porto,6,198,0,2,2,4,4,1,0,6.62
Olympique de Marseille,5,200,2,1,1,7,5,2,0,6.62
Olympiacos FC,3,37,0,0,0,0,1,0,0,6.6
Club Brugge KV,6,301,4,1,2,0,14,3,0,6.6
FC Bayern München,1,9,0,0,0,0,1,0,0,6.6
FC Porto,2,12,1,0,0,0,1,0,0,6.6
Lokomotiv Moscow,3,201,1,3,1,2,5,1,0,6.6
Shakhtar Donetsk,3,160,3,1,0,0,7,1,0,6.6
Club Brugge KV,3,77,1,0,2,1,3,0,0,6.6
Manchester United,4,207,1,0,0,2,6,1,0,6.6
Borussia M'gladbach,7,300,3,2,0,6,21,1,0,6.59
Zenit St. Petersburg,4,287,0,1,3,8,3,5,0,6.58
Manchester City,7,149,1,0,0,0,1,0,0,6.57
RB Leipzig,3,92,0,2,1,0,8,0,0,6.57
Borussia M'gladbach,3,27,1,0,0,0,1,0,0,6.57
Lokomotiv Moscow,4,180,6,0,2,2,21,2,0,6.57
AFC Ajax,5,246,4,2,1,1,10,3,0,6.56
Lazio,5,181,2,3,1,9,6,0,0,6.56
FC Barcelona,2,21,0,0,0,0,0,0,0,6.55
Sevilla,4,97,3,1,0,2,4,2,0,6.55
Inter,5,118,2,3,0,1,5,3,0,6.54
FC Midtjylland,3,43,0,2,0,0,3,1,0,6.53
Başakşehir FK,4,204,1,0,2,1,10,1,0,6.53
Borussia M'gladbach,4,64,0,1,2,0,3,0,0,6.53
Olympiacos FC,5,426,1,1,4,8,9,2,0,6.52
Olympique de Marseille,6,257,1,0,2,1,6,0,0,6.52
Real Madrid,1,14,1,0,0,0,1,1,0,6.5
Olympiacos FC,2,65,0,0,0,0,3,1,0,6.5
Shakhtar Donetsk,2,41,0,0,1,2,1,0,0,6.5
Ferencváros TC,2,36,0,0,0,3,3,0,0,6.5
AFC Ajax,3,47,0,0,0,4,0,0,0,6.5
FC Midtjylland,3,47,1,0,0,2,1,0,0,6.5
Real Madrid,4,105,0,0,0,2,0,1,0,6.5
FC Porto,5,74,0,0,2,1,1,0,0,6.5
FC Midtjylland,5,344,3,1,0,1,20,0,0,6.48
Başakşehir FK,4,249,0,0,0,8,4,0,0,6.43
Dynamo Kyiv,6,307,0,1,1,7,7,0,0,6.42
Inter,1,8,0,0,0,0,0,0,0,6.4
Atlético Madrid,1,10,0,0,0,0,0,0,0,6.4
Sevilla,1,12,0,0,0,1,0,0,0,6.4
Borussia Dortmund,1,9,0,0,0,0,0,0,0,6.4
FC Krasnodar,2,42,0,0,0,0,0,0,0,6.4
Stade Rennais,4,98,2,1,0,2,6,0,0,6.4
Club Brugge KV,3,30,0,0,0,0,2,0,0,6.35
Real Madrid,1,59,1,0,0,0,1,0,0,6.3
Borussia Dortmund,1,32,0,0,0,0,0,0,0,6.3
Atalanta,1,9,0,0,0,0,1,0,0,6.3
Manchester United,1,1,0,0,0,0,0,0,0,0.0
Shakhtar Donetsk,1,1,0,0,0,0,0,0,0,0.0
FC Krasnodar,1,1,0,0,0,1,0,0,0,0.0
