team,appearances,minutesPlayed,tackles,interceptions,ballRecovery,groundDuelsWon,keyPasses,bigChancesCreated,accurateLongBalls,successfulDribbles,rating
FC Barcelona,1,11,1,0,2,1,0,0,0,0,6.8
Lokomotiv Moscow,1,45,4,3,4,4,0,0,1,0,6.8
Dynamo Kyiv,3,122,3,2,11,3,1,1,5,0,6.8
AFC Ajax,4,124,3,3,8,5,1,0,3,2,6.8
FC Midtjylland,5,165,6,2,8,12,2,1,3,3,6.8
Sevilla,7,490,8,10,30,13,2,0,21,1,6.79
Atlético Madrid,6,461,8,12,33,13,1,0,9,4,6.78
FC Barcelona,4,86,1,2,10,7,5,1,6,3,6.78
Lokomotiv Moscow,4,360,1,7,25,12,2,0,20,3,6.78
Inter,6,252,2,3,12,6,4,0,7,4,6.77
Lazio,5,139,6,1,8,9,4,1,2,1,6.76
Lazio,5,356,6,10,30,10,4,1,10,1,6.76
Red Bull Salzburg,5,412,15,11,49,36,1,0,14,6,6.76
Ferencváros TC,5,219,6,5,13,20,2,0,4,1,6.76
Stade Rennais,5,422,3,2,28,10,2,0,20,7,6.76
Paris Saint-Germain,8,135,2,3,9,13,3,1,4,3,6.76
FC Midtjylland,6,451,5,4,29,13,5,0,6,5,6.75
Inter,4,255,6,5,10,10,2,0,3,1,6.75
Red Bull Salzburg,2,45,2,1,6,6,0,0,0,1,6.75
Manchester United,4,340,12,7,32,20,1,0,9,3,6.75
Borussia Dortmund,7,433,11,4,29,15,1,0,20,0,6.74
Borussia M'gladbach,7,625,9,11,51,18,1,0,15,5,6.74
Manchester United,6,277,5,2,15,11,5,0,2,6,6.74
Lokomotiv Moscow,6,157,5,8,13,12,2,0,1,3,6.74
FC Porto,6,177,5,1,12,11,0,0,6,2,6.73
Zenit St. Petersburg,3,244,1,1,8,10,2,0,1,3,6.73
FC Midtjylland,6,510,18,18,43,40,2,0,17,3,6.73
Olympiacos FC,6,418,7,9,28,13,1,1,16,2,6.73
FC Krasnodar,4,206,3,2,12,14,1,0,1,8,6.73
RB Leipzig,8,588,10,6,35,31,9,1,12,10,6.73
Zenit St. Petersburg,5,320,10,9,13,12,2,0,14,0,6.72
Ferencváros TC,5,82,1,1,3,7,3,0,2,4,6.72
Club Brugge KV,5,321,1,8,22,7,3,0,6,2,6.72
Başakşehir FK,6,446,11,5,35,20,2,0,11,7,6.72
Dynamo Kyiv,5,424,8,5,24,17,1,0,2,3,6.7
FC Porto,9,450,8,2,15,40,3,0,7,13,6.7
Başakşehir FK,4,232,4,7,16,6,0,0,3,0,6.7
FC Krasnodar,5,409,4,7,22,9,7,1,9,1,6.7
RB Leipzig,7,566,14,12,62,32,4,0,34,4,6.7
FC Porto,1,63,1,4,2,1,2,0,0,0,6.7
Manchester City,1,8,0,0,1,1,0,0,0,1,6.7
Lazio,1,22,3,0,1,4,0,0,1,0,6.7
Zenit St. Petersburg,2,56,6,1,2,6,0,0,2,0,6.7
Real Madrid,3,97,2,3,6,7,1,0,2,5,6.7
Liverpool FC,3,27,1,0,3,2,0,0,2,1,6.7
Club Brugge KV,3,27,0,1,2,1,0,0,0,1,6.7
Lokomotiv Moscow,4,359,13,8,17,17,1,0,11,0,6.7
Liverpool FC,9,327,3,2,20,12,6,1,3,9,6.7
Juventus,7,156,2,2,9,8,5,0,3,5,6.69
Paris Saint-Germain,5,267,0,7,27,8,3,1,0,5,6.68
Borussia M'gladbach,5,246,7,2,15,10,2,1,2,2,6.68
Zenit St. Petersburg,5,272,6,4,13,7,3,0,2,1,6.68
Borussia Dortmund,8,458,4,4,21,19,7,0,8,5,6.68
Dynamo Kyiv,4,355,4,12,16,8,1,0,11,2,6.68
Lokomotiv Moscow,3,103,2,0,6,6,1,0,0,2,6.67
Liverpool FC,9,720,7,9,55,26,1,0,6,12,6.67
FC Porto,10,762,10,13,38,54,7,4,15,21,6.66
Paris Saint-Germain,10,495,18,5,36,32,2,0,7,6,6.66
Red Bull Salzburg,3,43,1,1,2,1,0,0,1,0,6.65
Zenit St. Petersburg,2,31,3,1,3,3,0,0,0,0,6.65
Liverpool FC,4,145,2,4,9,5,3,0,0,3,6.65
Red Bull Salzburg,6,521,17,8,46,41,9,1,8,11,6.65
Sevilla,7,451,4,6,23,35,6,0,11,21,6.64
Dynamo Kyiv,6,288,4,2,5,14,1,1,3,2,6.64
Stade Rennais,3,40,0,1,2,2,0,0,1,1,6.63
AFC Ajax,4,89,1,2,9,3,1,1,0,0,6.63
Zenit St. Petersburg,6,447,14,9,26,19,2,0,4,4,6.63
Atlético Madrid,5,40,3,2,6,4,0,0,1,0,6.63
RB Leipzig,7,373,7,6,26,12,1,0,4,1,6.62
Olympiacos FC,6,288,10,3,15,15,4,0,1,3,6.62
AFC Ajax,6,455,9,6,30,16,1,0,5,5,6.62
RB Leipzig,7,466,2,1,11,9,7,0,2,1,6.6
FC Bayern München,6,233,9,1,14,19,0,0,0,5,6.6
RB Leipzig,7,141,2,2,5,10,2,0,0,4,6.6
AFC Ajax,1,9,0,0,0,1,0,0,0,1,6.6
FC Bayern München,2,22,1,1,4,1,0,0,4,0,6.6
FC Krasnodar,2,18,0,0,1,1,0,0,0,0,6.6
Shakhtar Donetsk,3,220,2,2,7,5,2,0,2,1,6.6
Başakşehir FK,3,110,0,0,8,3,0,0,2,1,6.6
Inter,4,289,12,6,24,19,2,2,7,2,6.6
Liverpool FC,4,189,3,0,6,6,2,1,1,2,6.6
Stade Rennais,4,130,5,3,7,7,1,0,1,1,6.6
Borussia M'gladbach,5,291,10,3,19,13,1,0,8,3,6.6
Stade Rennais,5,221,8,2,8,13,2,0,10,0,6.6
Dynamo Kyiv,5,156,9,2,8,11,0,0,3,0,6.6
Lokomotiv Moscow,5,391,12,7,14,26,1,0,1,0,6.6
Juventus,6,268,3,5,13,14,3,0,4,7,6.6
Ferencváros TC,6,468,7,11,29,18,4,0,0,5,6.6
FC Barcelona,7,333,5,2,16,25,2,0,3,14,6.59
Atalanta,6,472,10,12,33,14,3,0,16,1,6.58
Olympique de Marseille,5,387,9,8,31,16,0,0,8,1,6.58
Olympiacos FC,4,288,9,0,25,16,1,0,5,4,6.58
FC Midtjylland,4,101,1,4,9,5,1,0,5,1,6.58
Lazio,4,84,1,1,7,1,1,0,1,0,6.58
Shakhtar Donetsk,5,164,5,2,11,13,0,0,2,6,6.58
Atlético Madrid,3,36,2,0,3,2,0,0,0,0,6.57
Paris Saint-Germain,4,146,3,2,10,6,5,0,2,0,6.57
FC Midtjylland,4,48,1,1,0,5,0,0,0,1,6.57
Shakhtar Donetsk,6,540,6,12,40,25,3,0,7,8,6.57
RB Leipzig,6,286,7,5,18,9,3,1,1,0,6.57
Ferencváros TC,6,362,5,5,25,15,3,0,6,5,6.57
Borussia Dortmund,2,22,0,0,1,0,0,0,1,0,6.55
Atalanta,5,280,3,5,23,7,4,2,4,2,6.54
Sevilla,3,149,6,0,9,12,1,0,6,2,6.53
Stade Rennais,3,88,0,0,3,3,0,0,0,0,6.53
Shakhtar Donetsk,6,430,6,2,14,20,5,1,10,6,6.53
Shakhtar Donetsk,4,244,2,2,15,10,2,0,8,5,6.53
Club Brugge KV,4,238,2,4,30,10,1,0,5,5,6.53
Olympiacos FC,4,238,7,3,12,13,0,0,3,4,6.53
Olympique de Marseille,6,232,8,2,18,19,3,1,7,6,6.52
Atalanta,7,525,19,11,64,31,11,2,10,6,6.51
Zenit St. Petersburg,5,243,6,2,19,16,5,0,7,5,6.5
Manchester City,1,8,0,0,0,0,0,0,0,0,6.5
FC Barcelona,1,17,0,0,3,1,0,0,0,0,6.5
Juventus,1,14,0,0,0,0,1,1,0,0,6.5
FC Bayern München,2,156,1,2,12,4,0,0,11,1,6.5
FC Porto,3,67,1,1,4,2,0,0,1,1,6.5
Lazio,4,147,2,4,11,3,0,0,4,1,6.5
FC Krasnodar,4,233,2,0,16,8,1,0,4,3,6.5
Dynamo Kyiv,4,36,0,0,2,2,0,0,0,1,6.5
Liverpool FC,5,155,1,3,7,3,4,0,0,1,6.5
AFC Ajax,5,182,0,1,13,3,0,0,3,0,6.5
Olympique de Marseille,6,370,9,5,13,18,2,0,3,4,6.48
Dynamo Kyiv,4,265,2,5,9,5,0,0,10,1,6.48
Borussia M'gladbach,7,81,1,0,7,7,0,0,2,3,6.46
Lazio,2,104,3,3,7,4,1,0,0,0,6.45
Red Bull Salzburg,3,41,2,2,5,4,1,0,0,2,6.45
Stade Rennais,4,214,4,1,12,10,1,0,3,2,6.45
FC Porto,4,70,1,0,0,4,2,0,0,1,6.43
Ferencváros TC,5,391,5,4,22,22,4,0,5,8,6.42
Atalanta,1,9,0,0,0,0,0,0,0,0,6.4
Başakşehir FK,1,30,0,0,0,0,0,0,0,0,6.4
Olympique de Marseille,2,92,0,0,7,3,0,0,1,3,6.4
Borussia M'gladbach,2,17,0,0,0,0,0,0,0,0,6.4
Dynamo Kyiv,2,12,0,1,2,0,0,0,0,0,6.4
Zenit St. Petersburg,2,180,2,6,16,4,1,1,13,1,6.4
Olympique de Marseille,3,34,0,1,0,1,0,0,0,1,6.4
Olympiacos FC,4,39,0,0,0,1,1,0,0,0,6.4
Borussia Dortmund,5,118,1,0,8,1,0,0,1,0,6.4
Olympique de Marseille,3,97,1,1,7,5,0,0,0,3,6.37
FC Krasnodar,2,39,1,1,3,1,0,0,0,0,6.35
Başakşehir FK,5,83,1,0,4,3,0,0,0,1,6.34
Shakhtar Donetsk,1,10,0,0,0,0,0,0,0,0,6.3
Inter,1,12,0,0,3,1,0,0,1,0,6.3
Başakşehir FK,3,116,0,0,8,2,1,1,0,1,6.3
Zenit St. Petersburg,5,196,0,1,5,5,0,0,1,4,6.3
Zenit St. Petersburg,4,158,0,4,12,4,0,0,1,1,6.28
Club Brugge KV,5,312,5,2,18,16,3,0,7,5,6.28
Olympique de Marseille,4,36,0,0,1,2,0,0,0,0,6.27
Ferencváros TC,5,392,3,5,18,6,0,0,11,1,6.26
Real Madrid,2,30,0,0,1,0,0,0,0,0,6.25
Stade Rennais,2,87,3,0,3,3,2,0,1,0,6.25
Lokomotiv Moscow,1,14,0,0,0,2,0,0,0,1,6.2
Olympiacos FC,3,127,0,1,5,1,1,0,3,0,6.2
Liverpool FC,1,90,0,0,10,0,1,0,1,0,6.1
Manchester United,1,61,0,0,4,0,1,0,0,0,5.6
Inter,1,3,0,0,0,0,0,0,0,0,0.0
Club Brugge KV,1,1,0,0,0,1,0,0,1,1,0.0
FC Porto,3,4,1,0,0,1,0,0,0,0,0.0
FC Barcelona,6,540,5,2,15,46,23,4,11,29,8.23
Borussia Dortmund,8,705,1,3,22,15,11,4,0,8,7.96
Lazio,5,416,2,1,11,15,5,2,9,4,7.7
Paris Saint-Germain,10,899,2,1,29,58,19,8,3,37,7.62
Juventus,8,597,4,4,15,28,10,1,9,11,7.55
Paris Saint-Germain,9,744,5,3,32,82,20,4,18,33,7.46
Manchester United,6,416,1,0,13,24,5,1,1,15,7.45
AFC Ajax,4,313,6,0,14,21,8,5,4,9,7.45
Inter,5,446,0,0,5,13,8,0,5,10,7.38
Juventus,6,569,0,2,14,17,9,1,4,10,7.35
Atlético Madrid,8,708,6,4,27,44,7,1,6,21,7.35
Sevilla,8,390,1,2,10,10,5,0,0,3,7.33
RB Leipzig,7,585,18,8,33,39,18,2,6,8,7.31
FC Barcelona,3,160,1,1,3,7,5,1,1,4,7.3
FC Bayern München,6,514,2,2,17,15,6,0,4,6,7.28
FC Barcelona,6,381,4,2,12,25,7,2,3,16,7.28
Real Madrid,10,841,8,2,18,24,18,1,14,12,7.27
Manchester City,6,360,4,3,9,16,5,0,1,7,7.25
Olympiacos FC,3,258,4,1,19,12,8,1,6,4,7.23
Chelsea,8,256,2,2,6,8,1,0,0,0,7.18
Red Bull Salzburg,6,472,1,3,14,16,9,3,3,9,7.18
FC Barcelona,7,504,8,5,20,14,10,2,8,2,7.17
FC Bayern München,7,384,7,0,6,16,5,0,0,4,7.15
FC Barcelona,6,239,1,0,2,6,1,1,0,2,7.12
Lazio,8,668,4,1,15,33,9,4,8,18,7.11
Stade Rennais,3,242,4,4,6,11,7,1,1,3,7.07
Juventus,8,553,9,1,32,27,5,2,5,8,7.06
AFC Ajax,6,540,3,0,29,23,15,1,2,6,7.05
Lokomotiv Moscow,3,67,0,0,4,8,0,0,0,8,7.05
Borussia M'gladbach,8,601,5,6,27,29,4,2,1,14,7.04
FC Midtjylland,4,146,1,1,8,7,5,0,6,5,7.03
Lokomotiv Moscow,5,380,3,1,8,17,1,1,2,7,7.02
Sevilla,6,380,3,1,15,8,3,1,1,1,7.02
Red Bull Salzburg,6,411,1,2,13,9,13,3,2,5,7.02
RB Leipzig,8,506,5,3,22,34,4,1,0,10,7.01
Chelsea,11,760,16,10,31,35,12,4,9,11,7.01
Club Brugge KV,6,458,11,3,19,22,2,0,5,6,7.0
Manchester United,5,209,0,1,13,8,1,1,4,5,7.0
AFC Ajax,1,45,1,0,0,4,1,0,0,1,7.0
Chelsea,12,818,6,6,24,22,6,3,2,7,6.98
Chelsea,10,426,6,3,23,44,11,4,3,16,6.98
Paris Saint-Germain,3,242,3,3,9,5,4,2,2,1,6.97
Sevilla,6,301,4,1,15,15,4,0,5,2,6.95
Liverpool FC,9,542,6,2,28,35,5,1,4,12,6.94
Zenit St. Petersburg,5,282,7,3,25,19,4,1,5,6,6.94
Atalanta,8,524,4,1,17,29,5,0,5,10,6.93
Ferencváros TC,4,244,1,2,14,13,2,0,5,6,6.93
Atlético Madrid,5,385,4,1,20,17,6,0,3,8,6.92
Atlético Madrid,8,483,3,0,26,25,11,3,3,13,6.91
Chelsea,12,791,17,9,40,51,13,2,12,18,6.91
Atalanta,7,352,6,0,11,13,4,2,4,6,6.9
FC Krasnodar,6,512,3,2,21,22,4,0,4,4,6.9
Inter,6,408,1,5,7,14,5,0,2,5,6.9
Real Madrid,12,638,11,1,30,48,9,0,3,25,6.88
Real Madrid,5,275,0,2,7,21,2,0,3,12,6.88
Atalanta,6,279,5,1,25,25,3,1,12,9,6.87
Zenit St. Petersburg,5,345,0,0,5,2,6,1,2,1,6.86
Paris Saint-Germain,9,440,2,3,16,15,4,1,1,9,6.84
Olympiacos FC,5,284,3,2,15,23,6,2,6,10,6.82
Chelsea,5,233,0,1,3,6,1,0,0,2,6.8
AFC Ajax,5,202,0,1,8,6,2,0,0,1,6.8
Atalanta,1,22,0,0,1,1,1,0,0,0,6.8
Atlético Madrid,6,460,1,1,7,14,7,2,2,1,6.78
Shakhtar Donetsk,4,173,1,2,8,7,1,1,2,2,6.78
Borussia Dortmund,8,213,4,0,19,16,6,0,17,8,6.78
Real Madrid,11,329,7,2,18,22,3,1,1,8,6.77
Shakhtar Donetsk,6,515,5,3,29,29,6,2,7,13,6.77
Lazio,5,135,0,0,6,3,2,0,0,1,6.76
Manchester City,7,267,3,2,14,19,3,1,1,9,6.74
FC Krasnodar,6,203,6,1,16,14,1,0,2,2,6.73
Stade Rennais,4,342,1,1,9,16,0,0,3,3,6.73
Dynamo Kyiv,5,182,5,3,12,12,1,1,5,3,6.73
Lokomotiv Moscow,3,249,0,0,6,7,2,0,0,1,6.7
RB Leipzig,4,111,1,0,2,3,1,0,1,0,6.7
Juventus,5,219,1,1,10,8,3,0,5,2,6.7
FC Midtjylland,6,495,1,4,16,12,4,0,10,6,6.7
FC Krasnodar,2,24,0,0,0,1,1,0,0,1,6.7
Stade Rennais,3,103,1,0,1,2,0,0,0,1,6.7
FC Midtjylland,6,462,6,3,16,23,1,0,3,6,6.68
Club Brugge KV,4,345,3,1,10,11,3,2,2,5,6.68
Red Bull Salzburg,4,206,5,0,9,13,3,0,2,2,6.68
Liverpool FC,4,211,2,0,4,9,2,1,1,2,6.68
Manchester City,11,649,6,3,12,25,7,3,0,12,6.67
Red Bull Salzburg,3,50,0,0,2,1,0,0,0,0,6.67
FC Porto,3,106,0,1,1,1,0,0,0,1,6.67
Borussia M'gladbach,5,432,6,2,19,17,5,0,5,6,6.66
Başakşehir FK,6,327,1,2,11,12,1,0,2,1,6.65
Atlético Madrid,2,45,0,0,1,1,0,0,0,0,6.65
Club Brugge KV,2,32,0,0,0,2,0,0,0,0,6.65
FC Midtjylland,3,19,0,0,2,0,0,0,0,0,6.65
Red Bull Salzburg,4,63,3,0,4,5,1,0,1,2,6.65
Ferencváros TC,5,81,1,0,2,5,1,0,0,2,6.64
FC Krasnodar,5,383,9,6,31,24,4,0,8,3,6.64
Borussia Dortmund,3,142,5,1,3,8,2,0,0,2,6.63
Olympique de Marseille,6,484,8,2,18,27,8,1,6,11,6.63
FC Porto,6,198,0,2,5,4,0,0,0,0,6.62
Olympique de Marseille,5,200,2,1,4,5,3,0,1,0,6.62
Olympiacos FC,3,37,0,0,1,1,0,0,0,1,6.6
Club Brugge KV,6,301,4,1,21,14,4,1,3,7,6.6
FC Bayern München,1,9,0,0,1,1,0,0,1,1,6.6
FC Porto,2,12,1,0,0,1,0,0,0,0,6.6
Lokomotiv Moscow,3,201,1,3,9,5,2,0,1,3,6.6
Shakhtar Donetsk,3,160,3,1,6,7,1,0,2,0,6.6
Club Brugge KV,3,77,1,0,1,3,0,0,0,0,6.6
Manchester United,4,207,1,0,5,6,1,0,1,2,6.6
Borussia M'gladbach,7,300,3,2,12,21,3,0,1,7,6.59
Zenit St. Petersburg,4,287,0,1,10,3,6,2,1,3,6.58
Manchester City,7,149,1,0,0,1,0,0,0,0,6.57
RB Leipzig,3,92,0,2,1,8,2,1,0,3,6.57
Borussia M'gladbach,3,27,1,0,3,1,0,0,0,0,6.57
Lokomotiv Moscow,4,180,6,0,16,21,0,0,2,8,6.57
AFC Ajax,5,246,4,2,19,10,1,1,1,5,6.56
Lazio,5,181,2,3,10,6,3,0,3,0,6.56
FC Barcelona,2,21,0,0,2,0,2,0,0,0,6.55
Sevilla,4,97,3,1,5,4,1,0,0,0,6.55
Inter,5,118,2,3,3,5,4,0,1,3,6.54
FC Midtjylland,3,43,0,2,2,3,1,0,0,1,6.53
Başakşehir FK,4,204,1,0,7,10,2,0,0,5,6.53
Borussia M'gladbach,4,64,0,1,7,3,0,0,2,2,6.53
Olympiacos FC,5,426,1,1,13,9,2,0,6,2,6.52
Olympique de Marseille,6,257,1,0,3,6,1,0,5,1,6.52
Real Madrid,1,14,1,0,2,1,0,0,0,0,6.5
Olympiacos FC,2,65,0,0,5,3,0,0,1,2,6.5
Shakhtar Donetsk,2,41,0,0,5,1,0,0,0,1,6.5
Ferencváros TC,2,36,0,0,0,3,0,0,0,2,6.5
AFC Ajax,3,47,0,0,1,0,2,0,0,0,6.5
FC Midtjylland,3,47,1,0,1,1,1,0,1,0,6.5
Real Madrid,4,105,0,0,1,0,1,0,1,0,6.5
FC Porto,5,74,0,0,3,1,0,0,0,0,6.5
FC Midtjylland,5,344,3,1,11,20,1,1,7,4,6.48
Başakşehir FK,4,249,0,0,4,4,4,1,3,1,6.43
Dynamo Kyiv,6,307,0,1,12,7,1,0,0,1,6.42
Inter,1,8,0,0,1,0,0,0,0,0,6.4
Atlético Madrid,1,10,0,0,0,0,0,0,0,0,6.4
Sevilla,1,12,0,0,0,0,0,0,0,0,6.4
Borussia Dortmund,1,9,0,0,0,0,0,0,0,0,6.4
FC Krasnodar,2,42,0,0,0,0,0,0,0,0,6.4
Stade Rennais,4,98,2,1,6,6,0,0,0,2,6.4
Club Brugge KV,3,30,0,0,3,2,0,0,0,1,6.35
Real Madrid,1,59,1,0,0,1,0,0,0,0,6.3
Borussia Dortmund,1,32,0,0,1,0,0,0,0,0,6.3
Atalanta,1,9,0,0,0,1,0,0,0,0,6.3
Manchester United,1,1,0,0,0,0,0,0,0,0,0.0
Shakhtar Donetsk,1,1,0,0,1,0,0,0,0,0,0.0
FC Krasnodar,1,1,0,0,0,0,0,0,0,0,0.0
