team,appearances,minutesPlayed,goals,assists,keyPasses,bigChancesCreated,successfulDribbles,accurateCrosses,shotsOnTarget,totalShots,rating
FC Barcelona,1,11,0,0,0,0,0,0,0,0,6.8
Lokomotiv Moscow,1,45,0,0,0,0,0,0,0,1,6.8
Dynamo Kyiv,3,122,0,0,1,1,0,0,0,0,6.8
AFC Ajax,4,124,0,0,1,0,2,0,0,0,6.8
FC Midtjylland,5,165,0,0,2,1,3,0,1,4,6.8
Sevilla,7,490,0,1,2,0,1,0,0,4,6.79
Atlético Madrid,6,461,0,0,1,0,4,0,2,6,6.78
FC Barcelona,4,86,0,0,5,1,3,0,0,3,6.78
Lokomotiv Moscow,4,360,0,0,2,0,3,0,0,3,6.78
Inter,6,252,1,0,4,0,4,2,2,6,6.77
Lazio,5,139,0,1,4,1,1,4,1,3,6.76
Lazio,5,356,0,1,4,1,1,0,0,2,6.76
Red Bull Salzburg,5,412,0,0,1,0,6,0,1,4,6.76
Ferencváros TC,5,219,0,0,2,0,1,0,1,3,6.76
Stade Rennais,5,422,0,0,2,0,7,0,0,1,6.76
Paris Saint-Germain,8,135,0,1,3,1,3,0,2,3,6.76
FC Midtjylland,6,451,1,0,5,0,5,2,5,8,6.75
Inter,4,255,0,1,2,0,1,1,0,2,6.75
Red Bull Salzburg,2,45,0,0,0,0,1,0,0,0,6.75
Manchester United,4,340,0,0,1,0,3,0,1,3,6.75
Borussia Dortmund,7,433,0,0,1,0,0,0,1,3,6.74
Borussia M'gladbach,7,625,0,0,1,0,5,0,0,3,6.74
Manchester United,6,277,0,0,5,0,6,0,0,1,6.74
Lokomotiv Moscow,6,157,0,0,2,0,3,0,1,2,6.74
FC Porto,6,177,1,0,0,0,2,1,1,2,6.73
Zenit St. Petersburg,3,244,0,0,2,0,3,1,2,7,6.73
FC Midtjylland,6,510,0,0,2,0,3,1,0,5,6.73
Olympiacos FC,6,418,0,0,1,1,2,1,0,4,6.73
FC Krasnodar,4,206,1,0,1,0,8,0,2,5,6.73
RB Leipzig,8,588,1,0,9,1,10,1,3,11,6.73
Zenit St. Petersburg,5,320,0,0,2,0,0,1,1,4,6.72
Ferencváros TC,5,82,0,0,3,0,4,0,1,4,6.72
Club Brugge KV,5,321,0,0,3,0,2,0,1,2,6.72
Başakşehir FK,6,446,0,0,2,0,7,0,0,1,6.72
Dynamo Kyiv,5,424,2,0,1,0,3,2,7,9,6.7
FC Porto,9,450,2,0,3,0,13,2,2,5,6.7
Başakşehir FK,4,232,1,0,0,0,0,0,1,1,6.7
FC Krasnodar,5,409,0,1,7,1,1,4,1,2,6.7
RB Leipzig,7,566,0,1,4,0,4,1,1,14,6.7
FC Porto,1,63,0,0,2,0,0,0,0,0,6.7
Manchester City,1,8,0,0,0,0,1,0,0,0,6.7
Lazio,1,22,0,0,0,0,0,0,0,0,6.7
Zenit St. Petersburg,2,56,0,0,0,0,0,1,0,0,6.7
Real Madrid,3,97,0,0,1,0,5,0,0,2,6.7
Liverpool FC,3,27,0,0,0,0,1,1,0,0,6.7
Club Brugge KV,3,27,0,0,0,0,1,0,0,1,6.7
Lokomotiv Moscow,4,359,0,0,1,0,0,0,1,1,6.7
Liverpool FC,9,327,0,0,6,1,9,1,3,12,6.7
Juventus,7,156,0,1,5,0,5,7,2,9,6.69
Paris Saint-Germain,5,267,0,1,3,1,5,2,0,2,6.68
Borussia M'gladbach,5,246,0,1,2,1,2,1,0,0,6.68
Zenit St. Petersburg,5,272,1,0,3,0,1,0,1,3,6.68
Borussia Dortmund,8,458,0,1,7,0,5,0,1,6,6.68
Dynamo Kyiv,4,355,0,0,1,0,2,0,2,3,6.68
Lokomotiv Moscow,3,103,0,1,1,0,2,0,1,3,6.67
Liverpool FC,9,720,0,0,1,0,12,0,1,6,6.67
FC Porto,10,762,0,2,7,4,21,5,1,5,6.66
Paris Saint-Germain,10,495,0,0,2,0,6,0,0,2,6.66
Red Bull Salzburg,3,43,1,0,0,0,0,0,2,2,6.65
Zenit St. Petersburg,2,31,0,0,0,0,0,0,0,0,6.65
Liverpool FC,4,145,0,0,3,0,3,0,1,1,6.65
Red Bull Salzburg,6,521,0,0,9,1,11,0,7,15,6.65
Sevilla,7,451,0,0,6,0,21,3,5,13,6.64
Dynamo Kyiv,6,288,0,0,1,1,2,0,2,4,6.64
Stade Rennais,3,40,0,0,0,0,1,1,1,2,6.63
AFC Ajax,4,89,0,0,1,1,0,0,0,2,6.63
Zenit St. Petersburg,6,447,0,0,2,0,4,1,1,1,6.63
Atlético Madrid,5,40,0,0,0,0,0,0,0,0,6.63
RB Leipzig,7,373,0,1,1,0,1,0,1,3,6.62
Olympiacos FC,6,288,0,0,4,0,3,3,0,2,6.62
AFC Ajax,6,455,0,0,1,0,5,0,1,3,6.62
RB Leipzig,7,466,1,1,7,0,1,4,3,15,6.6
FC Bayern München,6,233,1,0,0,0,5,0,1,2,6.6
RB Leipzig,7,141,1,0,2,0,4,0,1,3,6.6
AFC Ajax,1,9,0,0,0,0,1,0,0,0,6.6
FC Bayern München,2,22,0,0,0,0,0,0,0,0,6.6
FC Krasnodar,2,18,0,0,0,0,0,0,0,0,6.6
Shakhtar Donetsk,3,220,0,0,2,0,1,0,0,2,6.6
Başakşehir FK,3,110,0,0,0,0,1,0,2,4,6.6
Inter,4,289,0,0,2,2,2,1,0,4,6.6
Liverpool FC,4,189,0,0,2,1,2,2,2,3,6.6
Stade Rennais,4,130,0,0,1,0,1,0,0,1,6.6
Borussia M'gladbach,5,291,0,0,1,0,3,1,0,1,6.6
Stade Rennais,5,221,0,0,2,0,0,0,2,2,6.6
Dynamo Kyiv,5,156,0,0,0,0,0,0,0,0,6.6
Lokomotiv Moscow,5,391,0,0,1,0,0,0,1,2,6.6
Juventus,6,268,0,0,3,0,7,1,2,6,6.6
Ferencváros TC,6,468,0,0,4,0,5,0,0,1,6.6
FC Barcelona,7,333,0,0,2,0,14,0,4,11,6.59
Atalanta,6,472,0,0,3,0,1,1,0,1,6.58
Olympique de Marseille,5,387,0,0,0,0,1,0,0,3,6.58
Olympiacos FC,4,288,1,0,1,0,4,1,1,4,6.58
FC Midtjylland,4,101,0,0,1,0,1,0,0,0,6.58
Lazio,4,84,0,0,1,0,0,1,0,2,6.58
Shakhtar Donetsk,5,164,0,0,0,0,6,0,0,1,6.58
Atlético Madrid,3,36,0,0,0,0,0,0,0,0,6.57
Paris Saint-Germain,4,146,0,0,5,0,0,0,0,3,6.57
FC Midtjylland,4,48,0,0,0,0,1,0,0,0,6.57
Shakhtar Donetsk,6,540,0,0,3,0,8,1,1,1,6.57
RB Leipzig,6,286,0,0,3,1,0,0,0,0,6.57
Ferencváros TC,6,362,0,0,3,0,5,1,1,6,6.57
Borussia Dortmund,2,22,0,0,0,0,0,0,0,0,6.55
Atalanta,5,280,0,1,4,2,2,0,3,4,6.54
Sevilla,3,149,0,1,1,0,2,0,1,2,6.53
Stade Rennais,3,88,0,0,0,0,0,0,2,3,6.53
Shakhtar Donetsk,6,430,0,0,5,1,6,0,1,3,6.53
Shakhtar Donetsk,4,244,0,0,2,0,5,0,1,1,6.53
Club Brugge KV,4,238,0,0,1,0,5,0,0,0,6.53
Olympiacos FC,4,238,0,0,0,0,4,1,1,2,6.53
Olympique de Marseille,6,232,0,0,3,1,6,0,0,1,6.52
Atalanta,7,525,0,1,11,2,6,1,1,4,6.51
Zenit St. Petersburg,5,243,0,1,5,0,5,0,0,2,6.5
Manchester City,1,8,0,0,0,0,0,0,0,0,6.5
FC Barcelona,1,17,0,0,0,0,0,0,0,1,6.5
Juventus,1,14,0,0,1,1,0,1,0,0,6.5
FC Bayern München,2,156,0,0,0,0,1,0,0,1,6.5
FC Porto,3,67,0,0,0,0,1,0,0,0,6.5
Lazio,4,147,0,0,0,0,1,0,0,1,6.5
FC Krasnodar,4,233,0,0,1,0,3,0,2,7,6.5
Dynamo Kyiv,4,36,0,0,0,0,1,0,0,1,6.5
Liverpool FC,5,155,0,0,4,0,1,0,0,1,6.5
AFC Ajax,5,182,0,0,0,0,0,1,2,5,6.5
Olympique de Marseille,6,370,0,0,2,0,4,0,2,5,6.48
Dynamo Kyiv,4,265,0,0,0,0,1,0,0,0,6.48
Borussia M'gladbach,7,81,0,0,0,0,3,0,1,2,6.46
Lazio,2,104,0,0,1,0,0,1,0,1,6.45
Red Bull Salzburg,3,41,0,0,1,0,2,1,1,2,6.45
Stade Rennais,4,214,0,0,1,0,2,0,0,5,6.45
FC Porto,4,70,0,0,2,0,1,0,0,1,6.43
Ferencváros TC,5,391,0,1,4,0,8,0,0,8,6.42
Atalanta,1,9,0,0,0,0,0,0,0,0,6.4
Başakşehir FK,1,30,0,0,0,0,0,0,0,0,6.4
Olympique de Marseille,2,92,0,0,0,0,3,0,1,1,6.4
Borussia M'gladbach,2,17,0,0,0,0,0,0,0,0,6.4
Dynamo Kyiv,2,12,0,0,0,0,0,0,0,0,6.4
Zenit St. Petersburg,2,180,0,0,1,1,1,0,0,0,6.4
Olympique de Marseille,3,34,0,0,0,0,1,0,0,0,6.4
Olympiacos FC,4,39,0,0,1,0,0,0,0,0,6.4
Borussia Dortmund,5,118,0,0,0,0,0,0,0,1,6.4
Olympique de Marseille,3,97,0,0,0,0,3,0,0,0,6.37
FC Krasnodar,2,39,0,0,0,0,0,0,0,1,6.35
Başakşehir FK,5,83,0,0,0,0,1,0,0,1,6.34
Shakhtar Donetsk,1,10,0,0,0,0,0,0,0,0,6.3
Inter,1,12,0,0,0,0,0,0,0,0,6.3
Başakşehir FK,3,116,0,0,1,1,1,1,0,0,6.3
Zenit St. Petersburg,5,196,0,0,0,0,4,1,0,4,6.3
Zenit St. Petersburg,4,158,0,0,0,0,1,2,0,0,6.28
Club Brugge KV,5,312,0,0,3,0,5,0,0,5,6.28
Olympique de Marseille,4,36,0,0,0,0,0,0,0,1,6.27
Ferencváros TC,5,392,0,0,0,0,1,0,0,4,6.26
Real Madrid,2,30,0,0,0,0,0,0,0,0,6.25
Stade Rennais,2,87,0,0,2,0,0,3,0,1,6.25
Lokomotiv Moscow,1,14,0,0,0,0,1,0,1,1,6.2
Olympiacos FC,3,127,0,0,1,0,0,0,0,0,6.2
Liverpool FC,1,90,0,0,1,0,0,0,0,0,6.1
Manchester United,1,61,0,0,1,0,0,0,0,0,5.6
Inter,1,3,0,0,0,0,0,0,0,0,0.0
Club Brugge KV,1,1,0,0,0,0,1,0,0,0,0.0
FC Porto,3,4,0,0,0,0,0,0,0,0,0.0
FC Barcelona,6,540,5,2,23,4,29,7,20,37,8.23
Borussia Dortmund,8,705,10,2,11,4,8,2,17,26,7.96
Lazio,5,416,5,1,5,2,4,0,9,16,7.7
Paris Saint-Germain,10,899,8,2,19,8,37,3,15,32,7.62
Juventus,8,597,6,1,10,1,11,1,12,17,7.55
Paris Saint-Germain,9,744,6,2,20,4,33,4,17,31,7.46
Manchester United,6,416,6,0,5,1,15,0,12,19,7.45
AFC Ajax,4,313,1,0,8,5,9,2,2,5,7.45
Inter,5,446,4,0,8,0,10,1,8,15,7.38
Juventus,6,569,4,2,9,1,10,0,11,23,7.35
Atlético Madrid,8,708,3,0,7,1,21,0,13,26,7.35
Sevilla,8,390,6,0,5,0,3,1,10,16,7.33
RB Leipzig,7,585,1,2,18,2,8,9,4,6,7.31
FC Barcelona,3,160,1,2,5,1,4,1,6,9,7.3
FC Bayern München,6,514,5,0,6,0,6,0,10,23,7.28
FC Barcelona,6,381,3,2,7,2,16,3,12,21,7.28
Real Madrid,10,841,6,0,18,1,12,1,17,33,7.27
Manchester City,6,360,4,0,5,0,7,0,5,13,7.25
Olympiacos FC,3,258,0,1,8,1,4,8,3,5,7.23
Chelsea,8,256,6,0,1,0,0,0,7,10,7.18
Red Bull Salzburg,6,472,4,1,9,3,9,2,9,17,7.18
FC Barcelona,7,504,2,0,10,2,2,0,6,16,7.17
FC Bayern München,7,384,4,0,5,0,4,0,7,12,7.15
FC Barcelona,6,239,3,1,1,1,2,0,4,8,7.12
Lazio,8,668,3,2,9,4,18,1,10,17,7.11
Stade Rennais,3,242,0,0,7,1,3,1,1,2,7.07
Juventus,8,553,4,1,5,2,8,8,8,13,7.06
AFC Ajax,6,540,2,3,15,1,6,7,4,6,7.05
Lokomotiv Moscow,3,67,1,0,0,0,8,1,1,1,7.05
Borussia M'gladbach,8,601,2,2,4,2,14,0,7,13,7.04
FC Midtjylland,4,146,0,0,5,0,5,5,2,7,7.03
Lokomotiv Moscow,5,380,0,1,1,1,7,0,2,4,7.02
Sevilla,6,380,2,0,3,1,1,0,6,12,7.02
Red Bull Salzburg,6,411,0,1,13,3,5,1,3,9,7.02
RB Leipzig,8,506,1,1,4,1,10,0,2,6,7.01
Chelsea,11,760,2,2,12,4,11,7,4,12,7.01
Club Brugge KV,6,458,2,0,2,0,6,1,4,10,7.0
Manchester United,5,209,1,1,1,1,5,0,5,10,7.0
AFC Ajax,1,45,0,0,1,0,1,0,1,1,7.0
Chelsea,12,818,4,2,6,3,7,0,14,25,6.98
Chelsea,10,426,2,2,11,4,16,3,4,15,6.98
Paris Saint-Germain,3,242,0,0,4,2,1,0,1,3,6.97
Sevilla,6,301,1,0,4,0,2,2,3,14,6.95
Liverpool FC,9,542,4,1,5,1,12,0,10,18,6.94
Zenit St. Petersburg,5,282,1,0,4,1,6,4,3,10,6.94
Atalanta,8,524,3,1,5,0,10,1,12,23,6.93
Ferencváros TC,4,244,1,0,2,0,6,0,2,2,6.93
Atlético Madrid,5,385,1,1,6,0,8,5,4,11,6.92
Atlético Madrid,8,483,0,2,11,3,13,3,1,5,6.91
Chelsea,12,791,1,2,13,2,18,1,3,13,6.91
Atalanta,7,352,3,0,4,2,6,3,6,11,6.9
FC Krasnodar,6,512,2,0,4,0,4,0,5,10,6.9
Inter,6,408,1,1,5,0,5,0,5,19,6.9
Real Madrid,12,638,3,1,9,0,25,2,5,17,6.88
Real Madrid,5,275,1,0,2,0,12,0,3,5,6.88
Atalanta,6,279,1,1,3,1,9,0,3,8,6.87
Zenit St. Petersburg,5,345,1,1,6,1,1,0,2,5,6.86
Paris Saint-Germain,9,440,3,1,4,1,9,0,5,11,6.84
Olympiacos FC,5,284,0,0,6,2,10,3,0,3,6.82
Chelsea,5,233,1,1,1,0,2,0,2,7,6.8
AFC Ajax,5,202,1,1,2,0,1,0,2,6,6.8
Atalanta,1,22,0,0,1,0,0,0,2,3,6.8
Atlético Madrid,6,460,0,0,7,2,1,1,3,9,6.78
Shakhtar Donetsk,4,173,1,0,1,1,2,0,1,1,6.78
Borussia Dortmund,8,213,0,0,6,0,8,2,0,3,6.78
Real Madrid,11,329,1,1,3,1,8,2,2,5,6.77
Shakhtar Donetsk,6,515,1,1,6,2,13,2,7,13,6.77
Lazio,5,135,1,0,2,0,1,0,1,4,6.76
Manchester City,7,267,2,0,3,1,9,0,4,9,6.74
FC Krasnodar,6,203,1,0,1,0,2,1,1,3,6.73
Stade Rennais,4,342,2,0,0,0,3,0,4,7,6.73
Dynamo Kyiv,5,182,0,0,1,1,3,1,1,2,6.73
Lokomotiv Moscow,3,249,1,0,2,0,1,0,1,2,6.7
RB Leipzig,4,111,1,0,1,0,0,1,1,4,6.7
Juventus,5,219,1,0,3,0,2,1,4,8,6.7
FC Midtjylland,6,495,1,0,4,0,6,5,6,13,6.7
FC Krasnodar,2,24,0,0,1,0,1,0,1,2,6.7
Stade Rennais,3,103,0,0,0,0,1,0,1,6,6.7
FC Midtjylland,6,462,0,1,1,0,6,0,1,8,6.68
Club Brugge KV,4,345,1,1,3,2,5,1,3,5,6.68
Red Bull Salzburg,4,206,0,1,3,0,2,0,3,9,6.68
Liverpool FC,4,211,0,1,2,1,2,2,0,2,6.68
Manchester City,11,649,1,2,7,3,12,0,8,13,6.67
Red Bull Salzburg,3,50,1,0,0,0,0,0,1,2,6.67
FC Porto,3,106,0,0,0,0,1,0,1,3,6.67
Borussia M'gladbach,5,432,1,0,5,0,6,5,2,3,6.66
Başakşehir FK,6,327,1,1,1,0,1,0,3,9,6.65
Atlético Madrid,2,45,0,0,0,0,0,0,0,1,6.65
Club Brugge KV,2,32,0,0,0,0,0,0,0,0,6.65
FC Midtjylland,3,19,0,0,0,0,0,0,1,2,6.65
Red Bull Salzburg,4,63,0,0,1,0,2,0,1,2,6.65
Ferencváros TC,5,81,2,0,1,0,2,0,5,6,6.64
FC Krasnodar,5,383,0,1,4,0,3,2,0,5,6.64
Borussia Dortmund,3,142,0,0,2,0,2,0,0,0,6.63
Olympique de Marseille,6,484,0,0,8,1,11,4,2,5,6.63
FC Porto,6,198,2,0,0,0,0,0,4,7,6.62
Olympique de Marseille,5,200,0,0,3,0,0,0,1,5,6.62
Olympiacos FC,3,37,1,0,0,0,1,0,2,2,6.6
Club Brugge KV,6,301,1,0,4,1,7,1,3,6,6.6
FC Bayern München,1,9,0,0,0,0,1,0,0,0,6.6
FC Porto,2,12,0,0,0,0,0,0,0,0,6.6
Lokomotiv Moscow,3,201,0,0,2,0,3,0,2,3,6.6
Shakhtar Donetsk,3,160,0,0,1,0,0,0,1,2,6.6
Club Brugge KV,3,77,0,0,0,0,0,0,0,1,6.6
Manchester United,4,207,0,0,1,0,2,0,1,4,6.6
Borussia M'gladbach,7,300,1,0,3,0,7,0,3,8,6.59
Zenit St. Petersburg,4,287,0,0,6,2,3,2,0,8,6.58
Manchester City,7,149,2,0,0,0,0,0,2,2,6.57
RB Leipzig,3,92,0,0,2,1,3,1,0,2,6.57
Borussia M'gladbach,3,27,0,0,0,0,0,0,0,1,6.57
Lokomotiv Moscow,4,180,0,0,0,0,8,0,0,2,6.57
AFC Ajax,5,246,0,1,1,1,5,0,2,5,6.56
Lazio,5,181,0,0,3,0,0,0,1,5,6.56
FC Barcelona,2,21,0,0,2,0,0,0,0,0,6.55
Sevilla,4,97,0,0,1,0,0,0,0,2,6.55
Inter,5,118,0,0,4,0,3,0,0,4,6.54
FC Midtjylland,3,43,0,0,1,0,1,0,1,2,6.53
Başakşehir FK,4,204,0,0,2,0,5,1,1,3,6.53
Borussia M'gladbach,4,64,0,0,0,0,2,0,0,0,6.53
Olympiacos FC,5,426,0,0,2,0,2,0,3,7,6.52
Olympique de Marseille,6,257,0,0,1,0,1,0,1,5,6.52
Real Madrid,1,14,0,0,0,0,0,0,0,1,6.5
Olympiacos FC,2,65,0,0,0,0,2,0,0,1,6.5
Shakhtar Donetsk,2,41,0,0,0,0,1,0,0,2,6.5
Ferencváros TC,2,36,0,0,0,0,2,0,1,1,6.5
AFC Ajax,3,47,0,0,2,0,0,0,1,1,6.5
FC Midtjylland,3,47,0,0,1,0,0,0,0,0,6.5
Real Madrid,4,105,0,0,1,0,0,0,2,3,6.5
FC Porto,5,74,0,0,0,0,0,0,0,0,6.5
FC Midtjylland,5,344,0,0,1,1,4,0,0,1,6.48
Başakşehir FK,4,249,0,0,4,1,1,0,0,1,6.43
Dynamo Kyiv,6,307,0,0,1,0,1,0,1,2,6.42
Inter,1,8,0,0,0,0,0,0,0,0,6.4
Atlético Madrid,1,10,0,0,0,0,0,0,0,0,6.4
Sevilla,1,12,0,0,0,0,0,0,0,0,6.4
Borussia Dortmund,1,9,0,0,0,0,0,0,0,0,6.4
FC Krasnodar,2,42,0,0,0,0,0,0,0,0,6.4
Stade Rennais,4,98,0,0,0,0,2,0,0,0,6.4
Club Brugge KV,3,30,0,0,0,0,1,0,0,1,6.35
Real Madrid,1,59,0,0,0,0,0,0,1,2,6.3
Borussia Dortmund,1,32,0,0,0,0,0,0,0,0,6.3
Atalanta,1,9,0,0,0,0,0,0,0,0,6.3
Manchester United,1,1,0,0,0,0,0,0,0,0,0.0
Shakhtar Donetsk,1,1,0,0,0,0,0,0,0,0,0.0
FC Krasnodar,1,1,0,0,0,0,0,0,0,0,0.0
