team,appearances,minutesPlayed,tackles,interceptions,clearances,aerialDuelsWon,groundDuelsWon,blockedShots,errorLeadToGoal,rating
Eintracht Frankfurt,1,11,0,0,0,0,0,0,0,6.7
FC Viktoria Plzeň,3,34,2,2,0,0,2,1,0,6.7
Red Bull Salzburg,6,315,12,4,1,5,23,0,0,6.7
FC Barcelona,1,23,0,0,1,1,1,0,0,6.7
Sporting CP,1,29,1,0,2,2,2,0,0,6.7
FC Barcelona,1,12,0,0,0,0,0,0,0,6.7
Sporting CP,1,17,0,0,0,1,1,0,0,6.7
Celtic,1,8,0,0,1,0,0,0,0,6.7
Bayer 04 Leverkusen,2,90,3,1,1,1,6,0,0,6.7
Shakhtar Donetsk,6,534,18,12,21,6,20,0,0,6.7
Milan,11,823,17,7,8,12,31,1,0,6.69
Real Madrid,11,720,26,6,6,3,49,1,0,6.69
Paris Saint-Germain,7,247,5,1,4,2,14,2,0,6.69
Eintracht Frankfurt,6,299,11,3,1,1,16,2,0,6.68
Real Madrid,5,204,4,3,4,0,10,0,0,6.68
Chelsea,8,611,7,1,2,0,31,1,0,6.68
Rangers,4,235,4,2,1,4,12,1,0,6.68
Red Bull Salzburg,4,119,4,1,0,1,8,1,0,6.68
Eintracht Frankfurt,7,523,7,3,2,1,21,2,0,6.67
Liverpool FC,8,240,11,2,2,2,18,1,0,6.67
AFC Ajax,6,421,6,4,3,1,11,1,0,6.67
FC København,6,450,8,14,5,12,12,0,0,6.67
Club Brugge KV,7,569,9,6,14,4,20,5,0,6.66
Benfica,3,27,1,0,1,0,1,0,0,6.65
Chelsea,2,165,3,2,0,0,4,1,0,6.65
Sevilla,4,229,2,1,5,4,6,2,0,6.65
Inter,6,119,6,2,1,1,10,0,0,6.65
Benfica,2,41,0,0,1,1,3,0,0,6.65
Paris Saint-Germain,3,140,3,1,0,0,7,0,0,6.65
Manchester City,3,39,0,1,0,1,0,0,0,6.65
RB Leipzig,5,276,8,3,2,0,10,0,0,6.64
Maccabi Haifa,3,210,7,2,3,1,14,0,0,6.63
Sevilla,6,238,3,1,1,1,10,2,0,6.63
SSC Napoli,3,57,2,0,0,0,2,0,0,6.63
Liverpool FC,4,118,6,1,0,0,7,0,0,6.63
FC Porto,3,71,2,1,0,0,3,0,0,6.63
GNK Dinamo Zagreb,3,37,2,0,2,0,2,1,0,6.63
Shakhtar Donetsk,6,487,14,7,6,1,18,0,0,6.63
Chelsea,4,153,0,2,0,0,7,5,0,6.63
SSC Napoli,10,289,8,0,2,0,15,2,0,6.62
AFC Ajax,4,288,14,4,9,4,15,0,0,6.6
Sevilla,6,495,3,2,14,14,6,1,0,6.6
Shakhtar Donetsk,1,13,2,0,0,0,3,1,0,6.6
Club Brugge KV,1,10,1,0,0,1,1,0,0,6.6
Club Brugge KV,1,16,1,0,0,0,1,0,0,6.6
Tottenham Hotspur,3,94,2,2,2,2,2,0,0,6.6
Paris Saint-Germain,3,82,2,0,0,0,6,0,0,6.6
Milan,10,608,7,6,0,4,47,5,0,6.58
FC Viktoria Plzeň,5,434,12,4,7,22,24,3,0,6.58
Rangers,5,250,5,2,3,4,6,0,0,6.58
GNK Dinamo Zagreb,5,72,3,0,0,0,6,0,0,6.58
Borussia Dortmund,4,179,3,2,5,2,6,0,0,6.58
FC Viktoria Plzeň,6,261,2,7,4,1,7,1,0,6.57
Sporting CP,3,119,1,0,2,1,4,1,0,6.57
Sevilla,5,276,4,2,0,2,6,1,0,6.56
Rangers,4,192,4,1,1,1,6,0,1,6.55
Tottenham Hotspur,4,200,5,1,0,0,12,3,0,6.55
Liverpool FC,2,100,2,1,0,2,4,1,0,6.55
FC Viktoria Plzeň,4,181,4,6,4,4,10,1,0,6.55
SSC Napoli,3,28,0,0,0,1,1,0,0,6.55
Club Brugge KV,4,48,0,2,1,0,3,0,0,6.55
FC Barcelona,3,95,2,1,0,0,3,0,0,6.53
Olympique de Marseille,3,122,1,0,0,2,7,0,0,6.53
Celtic,3,87,1,1,1,0,2,0,0,6.53
Eintracht Frankfurt,5,228,6,4,3,2,7,1,0,6.53
Sporting CP,5,334,5,2,3,4,7,1,0,6.52
Rangers,4,268,4,1,1,1,4,1,0,6.5
GNK Dinamo Zagreb,6,540,13,10,6,4,30,3,0,6.5
GNK Dinamo Zagreb,6,527,7,6,1,4,18,2,0,6.5
Celtic,5,152,0,1,3,2,0,1,0,6.5
Shakhtar Donetsk,6,188,2,0,0,0,3,1,0,6.5
Eintracht Frankfurt,8,619,20,3,18,4,25,2,0,6.5
Benfica,3,33,1,0,0,2,2,1,0,6.5
FC Bayern München,2,34,0,1,0,1,1,1,0,6.5
AFC Ajax,2,20,0,1,1,0,1,0,0,6.5
Borussia Dortmund,1,17,0,0,4,0,1,0,0,6.5
Maccabi Haifa,1,11,0,0,0,0,2,0,0,6.5
FC Porto,2,12,1,0,0,0,1,0,0,6.5
Shakhtar Donetsk,5,86,1,4,1,0,1,0,0,6.5
Celtic,5,227,1,2,0,0,5,3,0,6.48
Olympique de Marseille,4,108,4,0,0,0,7,0,0,6.48
Inter,3,118,2,1,2,3,4,0,0,6.47
Celtic,5,101,1,0,0,0,1,0,0,6.46
AFC Ajax,5,209,0,0,2,1,2,0,0,6.44
Milan,7,245,7,1,0,3,11,4,0,6.44
Rangers,5,246,10,3,3,4,20,2,0,6.42
Maccabi Haifa,5,361,11,7,2,0,17,0,0,6.42
FC Viktoria Plzeň,6,424,12,4,12,4,15,1,0,6.42
Sporting CP,5,364,8,3,0,1,14,0,0,6.4
Shakhtar Donetsk,1,16,0,0,1,0,0,0,0,6.4
Liverpool FC,1,13,1,0,0,0,2,1,0,6.4
Shakhtar Donetsk,1,9,0,0,0,0,0,0,0,6.4
AFC Ajax,5,62,1,0,0,0,2,0,0,6.38
FC København,3,269,3,3,2,4,7,0,0,6.37
Eintracht Frankfurt,6,247,8,1,4,2,13,0,0,6.36
FC Viktoria Plzeň,5,364,6,2,2,1,10,3,0,6.36
Rangers,4,134,3,1,2,0,5,0,0,6.33
FC Viktoria Plzeň,2,150,0,3,2,0,3,2,0,6.3
Rangers,1,11,0,0,0,0,0,0,0,6.3
Borussia Dortmund,2,37,0,0,1,0,1,0,0,6.3
Maccabi Haifa,2,21,2,1,0,0,2,0,0,6.3
Rangers,6,510,6,1,0,1,29,3,0,6.28
Juventus,5,217,3,0,0,2,8,2,0,6.26
Club Brugge KV,6,523,9,0,4,5,32,3,0,6.23
Maccabi Haifa,4,59,3,0,2,2,3,0,0,6.23
Rangers,4,325,5,4,9,6,7,0,0,6.2
Inter,1,14,0,0,0,0,0,0,0,6.2
Club Brugge KV,1,11,0,0,0,0,0,0,0,6.2
Rangers,5,450,6,9,11,5,11,0,0,6.14
Atlético Madrid,1,11,0,0,0,0,1,0,0,6.1
FC Viktoria Plzeň,2,84,1,1,0,0,2,1,0,6.0
Rangers,4,125,0,4,1,0,2,0,1,5.9
FC Viktoria Plzeň,1,2,0,0,0,0,0,2,0,0.0
Juventus,1,2,0,0,0,0,0,0,0,0.0
Juventus,1,2,2,0,0,0,2,0,0,0.0
FC Barcelona,5,442,5,1,6,12,18,7,0,7.98
Paris Saint-Germain,7,615,4,3,0,1,34,9,0,7.93
Benfica,1,8,0,0,0,1,0,0,0,7.8
FC Porto,7,613,8,1,10,15,22,6,0,7.66
Red Bull Salzburg,1,65,1,1,0,1,7,0,0,7.6
Paris Saint-Germain,8,651,0,0,2,1,33,3,0,7.53
Paris Saint-Germain,6,539,3,2,2,0,36,7,0,7.45
Manchester City,11,845,1,2,3,17,20,6,0,7.41
SSC Napoli,7,260,4,2,1,1,9,1,0,7.4
Celtic,4,285,1,3,0,0,14,3,0,7.4
Juventus,1,20,0,1,1,1,0,0,0,7.4
SSC Napoli,6,423,5,1,7,16,20,2,0,7.35
FC Barcelona,6,415,11,2,0,2,29,4,0,7.35
AFC Ajax,6,468,13,4,0,1,18,4,0,7.27
Real Madrid,12,825,7,9,6,5,33,5,0,7.26
Atlético Madrid,6,405,7,2,1,4,15,2,0,7.23
FC Bayern München,7,441,7,1,2,8,16,3,0,7.23
FC Barcelona,5,184,2,0,1,0,8,2,0,7.18
Real Madrid,10,747,2,0,8,3,11,9,0,7.16
Olympique de Marseille,5,419,7,0,0,1,18,3,0,7.14
Tottenham Hotspur,8,624,10,1,3,2,29,2,0,7.13
Real Madrid,12,975,10,1,0,1,85,7,0,7.11
FC Viktoria Plzeň,1,45,0,0,1,2,1,0,0,7.1
SSC Napoli,7,276,3,0,2,4,8,2,0,7.07
Manchester City,10,477,5,2,1,4,10,3,0,7.07
Borussia Dortmund,7,477,7,2,4,4,19,4,0,7.07
RB Leipzig,8,534,6,1,1,4,18,5,0,7.06
Inter,13,831,4,0,16,39,29,4,0,7.05
Maccabi Haifa,6,309,7,3,1,0,14,2,0,7.05
SSC Napoli,9,699,12,2,5,5,55,10,0,7.04
RB Leipzig,7,562,6,4,3,3,20,2,0,7.04
Milan,11,913,3,3,7,7,59,6,0,7.03
Chelsea,10,619,6,1,4,17,25,7,0,7.02
Sporting CP,6,357,3,1,1,1,18,1,0,7.02
Maccabi Haifa,6,540,2,1,2,1,8,7,0,7.02
Benfica,10,719,11,1,10,25,26,2,0,7.01
Inter,13,1002,16,9,7,16,44,6,0,7.0
Tottenham Hotspur,6,366,3,2,0,4,15,4,0,7.0
Milan,12,940,7,2,15,50,15,3,0,6.99
Club Brugge KV,8,514,2,0,1,3,14,1,0,6.99
Tottenham Hotspur,8,720,1,2,5,18,23,6,0,6.99
Club Brugge KV,4,292,7,0,1,0,32,0,0,6.98
Inter,8,181,3,0,3,8,9,2,0,6.96
Benfica,5,130,0,1,0,5,2,0,0,6.96
Sporting CP,5,235,3,0,6,7,13,0,0,6.96
Chelsea,6,408,0,0,1,3,2,3,0,6.95
Eintracht Frankfurt,5,69,4,1,0,1,7,0,0,6.95
Liverpool FC,6,263,3,0,1,6,10,2,0,6.95
SSC Napoli,9,464,10,2,2,2,28,3,0,6.94
Chelsea,9,444,13,4,2,4,25,7,0,6.94
Liverpool FC,8,401,3,1,1,4,8,4,0,6.93
Benfica,9,448,11,1,0,1,30,4,0,6.87
Juventus,5,339,2,1,0,3,8,1,0,6.84
AFC Ajax,3,28,0,0,1,0,3,0,0,6.83
Club Brugge KV,4,58,0,0,2,0,7,0,0,6.83
AFC Ajax,5,433,6,0,5,3,17,1,0,6.82
FC Porto,8,518,4,1,4,13,21,3,0,6.81
Sevilla,4,248,3,2,3,5,4,2,0,6.8
Red Bull Salzburg,6,204,9,1,0,4,11,0,0,6.8
Real Madrid,3,131,0,1,0,0,4,0,0,6.8
Juventus,1,16,0,0,0,0,0,1,0,6.8
Chelsea,9,470,4,0,0,7,34,6,0,6.79
RB Leipzig,8,504,2,0,3,0,8,4,1,6.79
Red Bull Salzburg,6,470,4,0,0,2,15,2,0,6.78
GNK Dinamo Zagreb,6,494,8,2,6,23,29,0,0,6.78
Olympique de Marseille,6,172,3,1,0,0,5,2,0,6.78
Shakhtar Donetsk,6,244,0,0,3,5,5,0,0,6.78
FC Viktoria Plzeň,6,364,3,1,6,18,10,4,0,6.77
Sevilla,3,155,0,0,5,2,1,0,0,6.77
Bayer 04 Leverkusen,6,275,2,0,7,10,10,0,0,6.76
FC Porto,8,689,14,5,10,9,38,2,0,6.75
FC København,2,108,1,0,1,6,4,0,0,6.75
Atlético Madrid,5,117,2,1,0,0,9,3,0,6.74
Atlético Madrid,6,303,7,1,1,0,15,5,0,6.73
Chelsea,9,638,8,0,1,3,19,2,0,6.71
Borussia Dortmund,6,379,1,2,1,1,17,5,0,6.7
GNK Dinamo Zagreb,6,163,2,4,0,0,13,1,0,6.7
AFC Ajax,5,116,0,0,0,2,3,0,0,6.7
Inter,9,305,2,0,1,1,14,1,0,6.69
Maccabi Haifa,6,485,3,1,8,16,10,1,0,6.68
Juventus,5,107,1,0,0,2,4,1,0,6.68
Celtic,6,244,4,4,3,6,9,3,0,6.67
Juventus,5,413,1,0,4,3,5,1,0,6.66
FC Porto,3,59,2,0,0,1,5,1,0,6.65
Borussia Dortmund,2,145,0,0,0,3,3,1,0,6.65
Borussia Dortmund,6,241,2,0,0,1,6,1,0,6.64
Maccabi Haifa,6,53,0,0,0,1,2,0,0,6.64
Olympique de Marseille,4,118,1,0,1,2,5,1,0,6.63
Milan,8,144,0,0,3,5,4,1,0,6.63
FC Bayern München,5,140,1,3,0,3,2,1,0,6.62
FC Viktoria Plzeň,6,462,5,2,5,4,19,2,0,6.62
Maccabi Haifa,6,237,3,0,0,3,11,7,0,6.62
Eintracht Frankfurt,6,294,9,6,1,1,19,5,0,6.62
Bayer 04 Leverkusen,5,448,2,1,3,13,9,6,0,6.6
Red Bull Salzburg,6,328,3,0,2,9,9,3,0,6.6
Juventus,3,46,0,0,1,0,6,0,0,6.6
Liverpool FC,4,123,2,0,0,0,5,2,0,6.6
GNK Dinamo Zagreb,1,21,0,0,1,0,0,1,0,6.6
Sporting CP,1,12,0,0,0,0,0,0,0,6.6
Bayer 04 Leverkusen,2,9,0,0,0,0,1,0,0,6.6
Milan,9,311,8,3,1,2,13,1,0,6.59
Eintracht Frankfurt,7,521,4,2,0,10,17,0,0,6.59
FC Porto,7,107,7,0,0,10,9,2,0,6.58
Sevilla,4,107,0,1,1,2,4,0,0,6.58
FC København,6,447,2,4,0,2,19,2,0,6.57
Borussia Dortmund,7,338,2,0,6,6,6,1,0,6.56
Chelsea,5,129,2,2,0,3,6,0,0,6.54
Atlético Madrid,5,297,0,0,3,4,5,0,0,6.54
Celtic,6,361,2,0,1,1,5,2,0,6.53
Atlético Madrid,6,283,2,0,0,1,10,3,1,6.53
Tottenham Hotspur,3,179,3,0,0,2,6,0,0,6.53
Bayer 04 Leverkusen,4,118,3,0,0,3,5,2,0,6.53
Eintracht Frankfurt,8,221,2,0,1,5,9,2,0,6.53
RB Leipzig,5,67,1,0,1,2,1,0,0,6.52
Celtic,6,333,7,7,1,5,11,1,0,6.52
FC Viktoria Plzeň,5,131,0,0,0,1,0,1,0,6.5
Red Bull Salzburg,2,23,0,0,0,1,0,1,0,6.5
Real Madrid,1,10,0,0,0,0,0,0,0,6.5
Tottenham Hotspur,1,9,0,0,0,0,0,0,0,6.5
Red Bull Salzburg,2,21,0,0,0,1,0,0,0,6.5
Borussia Dortmund,6,245,1,2,1,0,8,1,0,6.45
Bayer 04 Leverkusen,2,46,2,0,0,0,5,0,0,6.45
FC Porto,4,42,1,0,0,1,4,1,0,6.45
GNK Dinamo Zagreb,6,95,0,0,2,1,0,0,0,6.44
FC Porto,3,56,1,0,0,0,1,0,0,6.43
Shakhtar Donetsk,4,100,0,0,2,2,1,2,0,6.43
Paris Saint-Germain,4,58,1,0,0,1,1,0,0,6.43
Rangers,5,257,1,1,3,8,10,2,0,6.4
FC Viktoria Plzeň,5,127,2,0,1,3,6,0,0,6.4
Chelsea,5,111,2,0,0,2,3,0,0,6.4
Rangers,5,98,1,2,0,1,4,0,0,6.4
FC Barcelona,1,15,0,0,0,0,1,0,0,6.4
Club Brugge KV,1,11,0,0,0,0,0,0,0,6.4
GNK Dinamo Zagreb,1,10,0,0,0,0,0,0,0,6.4
FC København,2,20,0,0,0,1,0,0,0,6.4
Eintracht Frankfurt,2,25,0,0,0,2,0,0,0,6.4
Benfica,2,14,0,0,1,1,1,0,0,6.4
FC Barcelona,6,239,1,0,0,1,3,5,0,6.38
Club Brugge KV,4,110,1,0,0,2,3,1,0,6.33
Rangers,6,283,0,1,2,6,3,1,0,6.33
Milan,6,234,2,3,0,2,4,2,0,6.28
FC København,2,97,0,0,1,0,2,1,0,6.25
Maccabi Haifa,4,96,2,0,0,0,5,2,0,6.23
FC København,1,45,0,0,1,1,0,0,0,6.2
Benfica,1,1,0,0,0,0,0,0,0,0.0
